relation_path,entity_path
21 13 15 34 34,812 953 1610 1030 770 1408
21 15 34 28,812 953 1030 5 1518
22 34 34 34 31,812 1030 1679 1927 1123 576
17 15 28,812 1610 1030 518
17 15 34 27,812 1610 1030 16 964
22 34 31,813 247 1762 826
22 31,813 1179 1943
22 34 23,813 1179 113 263
20 3,813 1526 657
20 36,813 1526 679
22 34 34 31,813 1179 737 768 576
20 12,813 1526 518
22 34 34 34 31,813 1179 1966 907 1291 1906
20 16,813 1526 141
22 34 34 34 34 34 34 34 31,813 247 1207 1838 2030 1927 353 11 917 1247
22 34 34 34 34 31,813 247 1179 162 707 1544 1877
22 34 34,813 1179 1917 358
22 34 34 34 34 34,813 1179 552 364 1927 1847 1408
22 34 34 34 34 34 31,813 247 1937 907 353 260 1303 1330
22 34 34 34 34,813 247 1886 1046 2008 1408
22 34 34 34 23,813 247 1831 257 1964 1461
22 34 34 34 34 34 34 31,813 1179 425 1142 1792 257 1762 247 1663
20 22 31,813 1526 1273 1876
22 34 28,813 1179 1018 212
20 22 34 34 34 31,813 1526 1273 1030 1949 1844 65
22 27,814 2008 1480
22 34 34 34 31,814 2008 1254 1838 1235 1266
22 34 31,814 2008 6 1247
22 31,814 2008 1663
22 34 34 31,814 2008 1722 1750 1810
22 28,814 2008 212
22 34 34 34 34 31,814 2008 31 353 1825 247 1322
22 34 34 34 34 34 34 34 34 34,814 2008 1812 484 1961 353 1996 1927 768 1273 1254
22 31,815 1030 1247
21 39 15 34 31,815 637 684 1030 1866 46
22 34 34 31,815 1030 1792 1802 1906
21 15 31,815 722 1030 618
22 34 34 34 31,815 1030 768 1254 106 1560
21 13 15 34 31,815 722 1653 1030 1099 1663
21 13 34 34 34 23,815 637 1030 26 1673 1863 1461
22 34 31,815 1030 1869 102
21 39 38 15 34 31,815 637 684 1610 1030 1964 452
21 13 15 34 34 31,815 722 1653 1030 162 1286 1945
22 34 34 34 34 34 31,815 1030 27 353 779 924 260 1945
21 15 34 34 31,815 722 1030 1900 425 1560
22 34 34 34 34 34 34 34 34 31,815 1030 789 1949 1299 907 1907 1886 1933 737 1913
21 13 31,815 637 1030 427
22 34 34 34 34 34 34 34 31,815 1030 257 321 1303 1927 1669 1673 27 1002
21 13 34 23,815 637 1030 1579 1461
21 39 39,815 637 684 167
21 39 13 15 34 31,815 637 684 1610 1030 1397 239
21 15 34 31,815 722 1030 685 261
21 13 34 34 31,815 637 1030 707 1544 1560
22 34 31,816 1030 2028 1913
22 34 34 34 34 34 34 34 34 34,816 1030 768 1291 1919 759 13 1664 55 321 1831
22 34 34 34 31,816 1030 977 789 7 1810
22 34 28,816 1030 1148 1950
22 31,816 1030 65
22 34 34 34 34 34 34 34 34 28,816 1030 1937 1790 1331 878 1326 260 977 1099 264
22 34 34 34 34 34 34 31,816 1030 1886 247 1949 1966 2001 13 1639
22 34 34 34 34 34 31,816 1030 1664 260 1886 623 779 1860
22 34 34 31,816 1030 1886 55 1877
22 28,816 1030 518
22 34 27,816 1030 33 1721
22 34 34 34 34 31,816 1030 1018 484 1869 1907 1810
22 34 34 34 34 27,816 1030 759 1825 1346 1673 1806
22 23,816 1030 1461
22 34,816 1030 1408
22 34 34 34 31,817 1030 496 878 1934 452
22 34 34 34 34 31,817 1030 425 907 789 1805 1806
22 31,817 1030 1810
22 34 34 31,817 1030 1915 1831 46
22 34 23,817 1030 2011 263
22 34 31,817 1030 1992 1002
22 34 34 34 34 34 31,817 1030 19 1331 878 1886 917 1806
22 34,817 1030 1408
22 34 34 34 34 34 34 31,817 1030 1964 1927 1691 1299 1759 1179 1906
22 34 34 34,817 1030 113 353 1723
22 23,817 1030 1461
37 0,42 299 818
20 0,272 1760 818
6 34 34 34 34,1839 1830 1923 1861 257 819
37 37 22 34 34 34 34 34 34 34,1557 611 747 1030 1303 1326 1142 1838 31 353 819
34 31,819 1397 1266
34 34 34 34 34 34 34 34 34 34,1740 260 1898 1949 48 977 995 1780 113 1299 819
37 37 22 34,718 474 1236 1030 819
22 34 34 34 34 34 34,831 995 353 2008 1749 321 1291 819
22 34 34 34 34 34 34 34,389 1316 1907 690 552 977 762 484 819
22 34 34,15 1207 687 819
37 22 34,1296 227 425 819
34 34 34 34 34 34 34 15 15 34,162 1886 1280 1291 1917 260 6 113 624 1397 819
34 34 31,819 779 1825 65
34 34 16,819 1030 770 141
34 34 34 23,819 1291 1326 1886 1461
22 34 34 34 34 34,420 1030 1714 1331 1207 696 819
22 34 34 34,1776 484 1960 687 819
37 34 34 34 34 34 34 34,1741 247 22 1544 2008 484 768 496 819
22 34 34 34 34 34 34 34 34 34,571 247 1099 1046 1254 1346 977 257 755 484 819
31 15 34 34 34,1587 1539 484 1110 1346 819
34 34 34 31,819 257 13 1030 1663
22 34 34 34 34,1527 484 810 496 13 819
35 15 34 34 34 34 34 31,820 809 1030 1669 907 1291 687 1207 1876
22 34 34 34 31,820 1030 353 1844 2008 618
21 13 15 34 31,820 975 1653 1030 1996 102
22 34 31,820 1030 2024 1247
21 15 34 31,820 975 1030 687 452
21 9,820 975 1239
22 34 34 31,820 1030 22 1959 1452
35 15 34 34 34 31,820 809 1030 1996 1907 1961 1913
35 15 31,820 809 1030 592
35 15 34 34 31,820 809 1030 260 1683 1663
21 13 15 34 34 34 34 34 34 34,820 975 1653 1030 2008 737 1934 1179 623 687 1942
35 15 34 31,820 809 1030 1770 1808
35 15 34 34 34 34 34 34 23,820 809 1030 1673 1969 321 917 878 10 263
21 13 23,820 975 1653 1480
35 15 34 34 34 27,820 809 1030 353 737 1912 1728
35 15 34 34 34 34 34 28,820 809 1030 1669 1254 1273 977 1046 533
22 34 34 34 34 34 34 34 34 31,820 1030 2001 917 2002 1907 1949 878 364 685 1668
21 15 31,820 975 1030 452
35 15 34 34 23,820 809 1030 1714 425 1461
22 31,820 1030 551
18 15 34 28,821 809 1030 39 264
22 34 31,821 1030 1284 1860
20 3,821 1342 1761
18 15 31,821 809 1030 1266
20 7,821 1342 1517
22 34 34 31,821 1030 1792 1822 1810
20 12,821 1342 518
18 15 34 34 31,821 809 1030 1673 32 1144
22 34 34 34 31,821 1030 690 1969 1933 65
22 34 34 34,821 1030 1863 2008 358
20 9,821 1342 2023
18 15 34 31,821 809 1030 1812 1560
18 15 34 34 34 34 31,821 809 1030 1679 1927 1903 353 1810
22 34 34 34 34 28,821 1030 1923 1346 1669 1964 518
22 34 23,821 1030 12 263
18 15 34 34 34 31,821 809 1030 353 1907 1854 1877
18 15 34 23,821 809 1030 113 263
22 31,821 1030 1663
18 15 34 34 34 34,821 809 1030 162 739 759 358
18 15 34 26 31 13 23,821 809 1030 1770 2016 158 1901 1413
22 34 31,822 1030 1397 592
22 34 34 34 34 34 34 34 31,822 1030 425 1755 1326 2008 1969 1299 1805 1877
17 31,822 1123 1877
17 34 31,822 1123 917 576
17 34 34 34 34 31,822 1123 1544 260 321 687 1560
17 34 34 34 34 34 34 34 34 31,822 1123 1838 917 1759 1927 1847 1030 1669 1673 1810
22 23,822 1030 1480
17 34 34 31,822 1123 1299 750 222
17 34 34 34 34 34 34 34 31,822 1123 1915 1254 1291 917 113 260 35 1144
22 34 28,822 1030 1762 518
22 31,822 1030 261
17 28,822 1123 518
17 23,822 1123 1461
22 34 34 34 31,822 1030 1927 737 1331 1247
22 16,822 1030 1486
22 34 34 34 34 28,822 1030 1714 425 1907 1861 1801
22 34 34 31,822 1030 1280 1847 1877
21 13 15 34 34 31,823 1661 1610 1030 10 260 452
22 34 31,823 1030 4 1126
21 13 15 34 31,823 1661 1610 1030 5 1663
21 15 34 31,823 1661 1030 1326 826
21 15 31,823 1661 1030 77
22 34 34 34 34 31,823 1030 1829 1018 1673 572 1877
21 5 36,823 1661 1597 1490
21 5 21 13 15 31,823 1661 1597 489 1610 1030 427
22 34 34 34 31,823 1030 552 977 891 1133
21 39 15 34 31,823 1661 1272 1030 1235 1724
21 15 28,823 1661 1030 1833
21 15 34 34,823 489 1030 321 1408
21 15 34 34 34 31,823 1661 1030 1790 425 1934 1808
22 34 34 31,823 1030 1863 1831 1452
22 31,823 1030 1945
22 34 34 34 34 34 16,823 1030 27 257 977 1544 687 1747
21 13 15 34 34 34 31,823 1661 1610 1030 1927 737 1912 1663
21 5 7,823 1661 1597 1609
21 15 34 34 34 34 34 34 34 31,823 1661 1030 1397 353 1825 1937 425 1934 1099 551
21 13 15 34 34 34 34 34 34 34,823 1661 1610 1030 768 484 1919 1886 1917 260 263
22 34 34 34 34 34 31,824 1030 1964 1673 810 1346 1714 65
21 39 38 15 31,824 637 684 1610 1030 1811
21 13 34 31,824 637 1030 1713 1906
22 34 34 34 31,824 1030 1802 1299 1687 1913
22 34 15,824 1030 819 1806
22 34 34 34 34 31,824 1030 1927 1931 1949 2008 1811
22 34 34 34 34 34 34 31,824 1030 1123 425 891 257 1254 1018 1906
21 39 5,824 637 684 167
21 13 31,824 637 1030 826
22 34 23,824 1030 768 1461
22 34 34 31,824 1030 162 707 576
21 39 13 15 34 34 34 23,824 637 684 1610 1030 1937 1886 260 1461
22 34 31,824 1030 552 1400
21 39 39,824 637 684 167
22 31,824 1030 261
21 13 34 34,824 637 1030 687 1408
21 39 15 34 31,824 637 684 1030 1693 65
21 39 15 34 34 34 31,824 637 684 1030 924 1303 425 1400
22 34 34 34 28,824 1030 1669 260 49 243
22 34 34 34 23,824 1030 1869 1291 1929 1461
22 34 34 34 34,825 1030 779 1863 1831 1408
22 34 31,825 1030 1898 576
22 34 34 34 31,825 1030 1886 1303 247 551
22 31,825 1030 592
22 34 34,825 1030 496 1408
22 34 34 34 34 34 34 34,825 1030 2028 321 789 1755 1326 878 1408
22 34 34 34 34 34 28,825 1030 1934 353 762 484 891 518
22 34 34 34 34 34 34,825 1030 1861 935 737 739 750 358
22 34 34 34 34 31,825 1030 364 1207 1299 1866 65
22 31,1457 1825 826
22 34 31,1642 364 1964 826
22 34 34 34 34 31,1594 484 49 1179 321 31 826
22 34 34 34 31,1176 1030 1303 1830 257 826
34 34 34 34 34 34 34 34 34 31,1927 1685 1299 1179 1284 1830 935 1931 1915 1142 826
22 34 34 34 34 34 34 34 34 31,996 1869 1303 1673 1018 1969 260 1099 247 917 826
21 15 31,1697 1272 1030 826
37 22 34 34 34 31,1067 1114 364 1207 995 1291 826
22 34 34 34 34 34 34 34 31,2027 1254 768 2008 1207 1299 1123 257 22 826
35 34 34 31,1855 247 1714 1673 826
22 34 34 34 34 34 31,724 1179 1966 2008 425 1825 22 826
22 34 34 31,620 282 1346 924 826
37 37 22 34 34 34 34 34 34 31,1515 447 708 1030 1847 1291 1825 1669 1915 1544 826
14 22 34 34 34 31,1283 933 257 1284 1123 1937 826
22 34 34 34 34 34 34 31,1564 1030 1927 995 1291 1303 759 1825 826
37 22 31,733 428 257 826
35 31,448 1030 826
37 22 34 34 34 34 31,1296 227 425 1919 1303 1861 257 826
17 15 34 31,292 458 977 1863 826
25 25 25 37 22 34 34 34 34 31,1130 1098 1175 981 1017 1030 727 1142 1291 20 826
22 34 34 34 34,827 1030 26 484 687 1408
22 34 31,827 1030 1923 1452
22 34 34 34 31,827 1030 162 1397 10 1495
21 9,827 807 1270
17 23,827 1626 1480
21 39 15 34 31,827 807 1272 1030 1780 1264
21 27 15 34 34,827 807 1272 1030 1812 1408
22 31,827 1030 826
22 34 34 31,827 1030 257 739 261
21 39 15 34 34 34 31,827 807 1272 1030 740 353 839 1808
21 13 15 34 34 34 31,827 807 1444 1030 1802 1792 1753 46
21 27 13 15 34 34 34 34 34 34,827 807 1272 1444 1030 1110 1303 2022 353 1755 247
21 39 13 15 34 31,827 807 1272 1444 1030 3 1913
21 15 27,827 807 1030 1480
21 13 15 34 31,827 807 1444 1030 2017 1723
21 15 34 31,827 807 1030 12 1906
21 15 34 28,827 807 1030 33 518
22 34 28,827 1030 1926 518
21 39 39,828 637 684 167
22 34 31,828 1030 1790 1945
21 13 34 34 34,828 637 1030 1863 1291 358
21 13 34 31,828 637 1030 56 1945
22 28,828 1030 1833
22 34 34 34 31,828 1030 2030 1927 1762 1002
21 39 38 15 31,828 637 684 1610 1030 576
21 13 34 34 34 34 34 34 34 34,828 637 1030 849 1291 1303 247 1179 759 739 1299
22 34 34 34 34 23,828 1030 1907 1825 1346 737 1413
22 31,828 1030 427
21 39 15 31,828 637 684 1030 592
21 39 13 15 34 31,828 637 684 1610 1030 43 46
21 13 34 34 34 34 23,828 637 1030 1579 1969 1207 162 1413
21 13 34 34 31,828 637 1030 552 685 1913
22 34 34 34 34 34 31,828 1030 759 496 685 1927 2011 1913
22 34 34 31,828 1030 1869 1284 65
22 34 28,828 1030 6 264
22 34 23,828 1030 770 1413
21 39 5,828 637 684 167
21 13 34 34 34 34 34 34 31,828 637 1030 282 623 687 1927 496 1544 1943
39 15 34 34 31,829 1272 1030 1996 1907 1247
15 31,829 1030 551
14 21,1283 642 829
39 15 34 31,829 1272 1030 10 1663
15 34 31,829 1030 31 1144
15 34 34 34 34 27,829 1030 687 321 1838 1326 1660
37 21,67 1112 829
15 34 34 31,829 1030 282 6 1126
39 15 34 34 34 34 31,829 1272 1030 924 247 907 1179 1877
15 34 28,829 1030 1148 1950
15 34 27,829 1030 2010 1370
15 34 34 34 34 34 31,829 1030 2018 484 353 1254 1142 261
15 34 34 34,829 1030 839 425 166
39 13 15 34 34 34 31,829 1272 1444 1030 33 260 1713 1002
39 13 15 34 31,829 1272 1444 1030 1996 222
21 39,2006 990 829
15 34 34 34 31,829 1030 924 1303 690 1724
39 13 15 34 34 34 34 34 27,829 1272 1444 1030 1780 1886 1866 484 2002 964
15 34 34 23,829 1030 1299 39 263
39 13 15 16,829 1272 1444 1030 1486
21 9,830 807 1270
21 39 15 34 28,830 807 1272 1030 282 1801
22 34 31,830 1030 1770 1247
21 15 34 34 34 31,830 807 1030 924 1907 977 1400
21 15 34 34 34 34 34 34 34 34,830 807 1030 1207 257 1722 740 552 1969 484 1931
22 34 34 34 31,830 1030 1669 1915 1964 1945
21 27 15 34 34 34 31,830 807 1272 1030 750 1838 707 576
21 39 15 34 31,830 807 1272 1030 1099 1724
21 15 34 34 34,830 807 1030 1931 353 1723
21 39 13 15 34 34 34 34 34 34,830 807 1272 1444 1030 762 1886 260 1018 1759 917
22 34 34,830 1030 1346 358
22 34 34 31,830 1030 2011 353 1906
22 31,830 1030 1266
21 27 15 34 31,830 807 1272 1030 2028 222
21 15 34 28,830 807 1030 1148 1852
22 34 34 34 34 34 34 31,830 1030 353 2010 1673 1018 496 727 1913
21 39 13 15 31,830 807 1272 1444 1030 427
22 34 34 34 34 34 31,830 1030 1886 1933 1927 768 977 65
21 15 34 34 31,830 807 1030 779 1207 1247
21 39 13 15 34 34 34 34 31,830 807 1272 1444 1030 364 1830 917 56 1721
35 34,831 995 358
31 15 31,831 158 257 576
31 13 15 34 31,831 1882 1652 353 5 1877
35 31,831 995 77
22 34 31,831 995 1346 77
31 15 34 34 28,831 1539 484 1688 878 212
31 13 28,831 857 1652 1801
22 34 34 31,831 995 1886 113 1806
31 13 15 34 34 34 34 23,831 1882 1652 282 6 484 104 31 263
22 31,831 995 551
31 13 15 23,831 158 1901 374 1413
31 15 34 34 34 34 34 34 28,831 1497 423 484 707 1825 321 1907 1869 264
31 15 34 34 31,831 950 1030 740 737 452
22 34 34 34 34,831 995 1927 425 1969 358
31 15 34 34 34 31,831 1539 484 1142 353 737 452
31 15 34 23,831 1882 353 1142 1413
31 15 28,831 1497 423 533
22 34 34 34 34 34 34 31,831 1030 1822 2008 1907 1334 1291 1303 1560
31 15 34 34 34 34 34 34 34 31,831 1985 856 260 1996 1254 425 1866 484 1165 452
31 15 34 34 34 34,831 1985 856 789 104 1937 1408
21 13 23,832 722 1653 1480
22 34 31,832 1030 39 1945
17 15 34 34 34 34 23,832 1610 1030 1907 690 1303 1923 1461
17 15 34 31,832 1610 1030 1923 65
22 34 34 31,832 1030 1907 1900 1264
17 15 31,832 1610 1030 1811
22 34 34 28,832 1030 353 6 264
22 31,832 1030 77
21 15 34 34 31,832 722 1030 1927 1750 1877
21 13 15 31,832 722 1653 1030 452
17 15 34 34 34 31,832 1610 1030 1900 1927 2010 452
21 15 34 31,832 722 1030 1235 615
17 15 34 34 34 34 31,832 1610 1030 789 425 891 484 1913
22 34 23,832 1030 1926 1461
17 15 34 23,832 1610 1030 106 263
21 15 34 34 28,832 722 1030 1316 1397 1518
17 15 27,832 1610 1030 1480
21 15 31,832 722 1030 1913
22 34 28,832 1030 33 264
17 15 34 34 31,832 1610 1030 1346 924 1452
37 37,566 525 833
22 34 34 34 34 34 34 31,833 1030 685 364 1179 32 1886 1949 1808
37 37 37,566 525 61 833
35 15 34 34 31,833 1946 247 687 977 1663
35 23,833 1946 1413
22 34 34 34 31,833 1030 31 2008 1254 1408
22 28,833 1030 1833
22 34 34 34,833 1030 11 353 358
22 34 34 31,833 1030 789 1809 1806
35 15 31,833 1946 247 615
37 3,833 276 1498
22 34 31,833 1030 1766 1247
22 16,833 1030 1486
22 31,833 1030 618
37 22 28,833 276 445 518
35 15 34 34 34 31,833 1946 247 364 2008 1929 46
22 34 34 34 34 34 34 34 34 34,833 1030 3 789 755 425 1669 1142 1303 1179 55
37 37 3,833 276 415 706
37 37 22 28,833 276 1569 445 518
35 15 34 34 34 23,833 1946 247 1960 104 55 263
21 15 31,834 722 1030 1144
22 34 31,834 1030 12 1247
21 15 34 31,834 722 1030 26 1452
21 13 15 34 31,834 722 1653 1030 1688 1906
21 13 15 34 34 34 34 34 34 31,834 722 1653 1030 1284 257 935 572 977 995 1945
35 28,834 845 518
22 31,834 1030 1877
35 15 34 31,834 845 1030 1326 452
22 34 34 34 34 34 34 34 34 34,834 1030 1291 162 1284 364 1780 789 1759 1326 260
35 15 34 34 34 15 11 27,834 845 1030 1812 353 26 624 497 1506
35 15 34 34 34 34 34 34 34 31,834 845 1030 1874 1917 484 282 1346 1303 1830 1663
21 13 15 28,834 722 1653 1030 1833
21 13 15 31,834 722 1653 1030 618
35 15 31,834 845 1030 1876
22 34 34 34 31,834 1030 282 364 1316 1144
35 15 28,834 845 1030 1833
35 15 34 27,834 845 1030 1812 166
22 34 34 34 34 34 34 34 31,834 1030 1886 1969 353 878 1790 789 1815 576
35 15 34 34 31,834 845 1030 1326 257 1876
21 15 34 34 34 31,834 722 1030 1326 1927 33 1808
29 25,1210 204 835
25 12,835 204 518
29 25 25 25,1210 731 204 981 835
25 9,835 1098 203
25 25 3,835 1130 1175 1478
21 13 15 34 34 31,835 489 1610 1030 1931 1886 826
25 38 23,835 1175 1653 1480
29 25 25,1210 1130 731 835
25 3,835 1098 495
21 13 15 34 31,835 489 1610 1030 20 1663
21 15 34 31,835 489 1030 924 826
21 15 31,835 489 1030 46
25 37 3,835 981 1010 1646
25 33,835 981 139
22 28,835 1030 1833
25 25 21 13 15 34 31,835 1393 731 323 1901 257 755 1945
22 34 31,835 1030 1923 65
30 37 25 25 25 25,794 1257 981 731 1098 1130 835
29 25 25 25 25 25,1210 1098 204 731 1130 981 835
25 16,835 1098 1486
21 15 34 34 34 34 34 31,836 400 1030 819 1299 1926 1927 1207 1560
21 15 34 31,836 1670 1030 5 1913
21 13 15 31,836 400 1610 1030 1560
21 15 31,836 1670 1030 1810
21 38 23,836 400 193 1480
21 15 34 34 31,836 1670 1030 39 2008 1663
22 31,836 1030 46
22 34 31,836 1030 2013 1721
21 13 15 34 31,836 400 1610 1030 1969 1945
21 13 15 23,836 400 1901 374 1413
21 13 15 28,836 400 1901 374 518
22 34 34 34 31,836 1030 27 1838 1759 1877
21 15 34 34 34 34 28,836 1670 1030 891 1762 878 1326 212
22 34 23,836 1030 1926 1461
22 34 34 34 34 34 31,836 1030 1996 1886 55 1825 1254 261
22 28,836 1030 518
22 34 34 31,836 1030 1280 1886 1452
21 15 34 34 34 34 34 34 34 34,836 1670 1030 1544 162 1346 49 260 26 1397 1927
21 15 23,836 1670 1030 1480
21 13 15 34 34 34 31,836 400 1610 1030 891 484 10 576
29 3,837 860 1761
14 20,1283 1033 837
37 20,1375 1033 837
22 34 34 34 31,837 1030 1857 1299 1898 826
20 12,837 1033 518
29 7,837 860 435
20 22 34 31,837 1033 1030 2015 1247
29 0,837 860 666
22 34 31,837 1030 1715 1810
22 34 27,837 1030 740 1728
20 9,837 1033 2023
29 20 3,837 860 981 495
20 29 3,837 1033 860 1498
29 9,837 860 1892
20 33,837 1033 139
20 7,837 1033 1609
20 3,837 1033 456
20 21 9,837 1033 640 2020
22 34 34 34 34 31,837 1030 1123 2008 31 907 1264
22 31,837 1030 576
22 34 31,838 247 1254 1811
36 15 31,838 1504 1030 551
22 31,838 1030 1877
22 34 34 34 34 34 31,838 1030 1207 779 1284 1919 1854 1810
22 34 34 31,838 1030 1866 260 452
21 9,838 640 2025
17 23,838 1946 1413
21 13 15 34 31,838 640 1610 1030 1844 156
17 15 34 31,838 1946 247 1934 576
36 15 34 34 34 31,838 1504 1030 1844 353 707 1322
36 15 34 31,838 1504 1030 1664 1663
17 15 34 34 34 34 34 31,838 1946 247 1254 1838 1919 1284 779 452
22 34 34 34 31,838 1030 1915 690 1254 239
17 15 34 34 34 34 34 34,838 1946 247 623 1942 1927 924 1933 358
22 34 34 27,838 247 623 364 1480
22 34 28,838 1030 1996 243
36 15 16,838 1504 1030 1486
36 15 34 34 34 34 31,838 1504 1030 768 247 1907 1825 1458
36 15 34 34 34 34 34 34 34 31,838 1504 1030 810 1949 1826 1838 1544 1299 1863 1810
22 28,838 1030 518
22 34 34 34,1387 1142 1996 1927 839
37 37 22 34,1019 1298 1140 247 839
34 34 34 34 34 34 34 28,839 425 1179 257 1949 1929 260 1805 518
37 22 34 34 34 34,1938 1509 247 1715 1679 1030 839
34 34 34 31,839 1030 1792 1830 1906
22 34 34 34 34 34,1015 353 1837 484 1326 425 839
34 34 31,839 353 1753 46
14 29 22 34,1283 114 1061 1030 839
22 34,487 353 839
34 34 34 34 34 34 34 34 34 34,1949 17 917 260 1969 1334 353 27 1673 1254 839
34 34 27,839 353 106 964
22 34 34 34 34 34 34,1009 353 740 917 1673 1966 484 839
31 15 34,344 979 1254 839
34 31,839 1254 77
34 34 34 34 31,839 247 1673 977 1792 1906
37 22 34 34 34,405 610 484 1826 247 839
22 34 34 34 34,1477 247 1179 1207 353 839
34 28,839 247 264
37 22 34,982 1813 247 839
30 22 34 34 34 34 34 34 34 34,1219 424 247 1291 687 917 1299 759 1286 1254 839
20 3,840 553 1113
21 15 34 34 31,840 1908 1030 779 1863 46
22 31,840 1030 1913
22 34 31,840 1030 11 1913
21 15 31,840 1908 1030 1876
20 12,840 553 518
21 15 34 34 23,840 1908 1030 1931 1907 1461
22 34 34 34 31,840 1030 891 1762 1780 1249
21 15 34 34,840 1908 1030 1802 1408
22 34 28,840 1030 1966 518
22 28,840 1030 1833
20 9,840 553 523
21 15 23,840 1908 1030 1461
22 34 34 34 34 34 34 34 31,840 1030 1679 1927 1759 977 878 1673 1966 1913
22 34 34 34 34 34 31,840 1030 1919 759 1915 1331 5 646
21 15 34 34 34 34 34 28,840 1908 1030 22 1830 878 282 1688 518
22 34 34 31,840 1030 1018 1286 65
21 15 34 34 34 34 34 31,840 1908 1030 1673 353 1762 260 1929 1808
21 15 34 31,840 1908 1030 1900 1810
20 7,840 553 435
22 34 31,841 257 1030 427
22 31,841 257 1144
22 34 34 34 34 31,841 257 1863 1907 1961 1900 1808
22 34 34 34 31,841 257 696 1030 1099 1322
22 34 34 34 34 34 31,841 257 687 810 364 1792 1829 1945
22 34,841 257 358
22 34 34 31,841 257 1207 687 77
22 34 34 34 34,841 257 1326 1030 1898 358
22 23,841 257 1413
34 34 34 34 34 34 34 34 34 26,496 977 1273 1284 1923 260 364 1969 1579 353 842
22 34 34 34 31,842 353 1966 484 947 576
35 34 26,1588 1802 353 842
22 34 34 34 34 34 26,591 1299 1900 1030 1715 1937 353 842
22 34 31,842 282 364 1810
22 34 26,93 1030 353 842
35 15 34 31,842 1652 282 1960 65
22 26,880 353 842
22 34 34 26,1671 1030 1018 353 842
22 34 34 34 34 34 34 34 34 26,1841 257 1179 849 425 282 6 1927 2002 353 842
22 34 34 34 34 34 34 34 31,842 282 425 1291 779 1254 1142 1838 2001 1877
35 15 26,1441 1662 353 842
22 34 34 34 34 34 34 26,638 1030 1931 1291 13 1927 1964 353 842
37 37 35 34 34 26,1328 1984 2 1673 977 353 842
35 34 34 26,694 878 1326 353 842
29 37 22 34 34 34 34 34 34 26,773 1020 1332 1030 106 1838 1749 425 1964 353 842
35 15 28,842 1652 795 1801
22 34 34 31,842 282 1886 810 1663
22 34 34 34 34,842 282 1866 1949 995 358
31 15 26,337 1882 353 842
21 15 34 34 34 31,843 595 1030 1917 1299 572 65
21 13 15 34 34 34 34 31,843 595 1653 1030 727 353 1937 247 1906
22 34 34 34 27,843 1030 1123 257 1792 1660
21 13 23,843 595 1653 1480
22 34 34 34 31,843 1030 1866 1915 2030 1877
21 15 34 31,843 595 1030 1917 1247
22 31,843 1030 156
22 34 31,843 1030 1 1126
22 34 34 34 34 31,843 1030 1691 1927 1346 739 1913
22 34 34 31,843 1030 19 995 592
22 34 34 34 34 34 34 31,843 1030 1688 789 1829 1927 1802 883 1247
21 13 15 31,843 595 1653 1030 592
21 15 34,843 595 1030 1408
21 15 34 28,843 595 1030 1749 212
21 15 34 27,843 595 1030 1844 1660
21 15 34 23,843 595 1030 1992 263
21 13 15 34 31,843 595 1653 1030 1688 826
21 13 15 23,843 595 1653 1030 1480
21 15 31,843 595 1030 551
22 31,844 1030 592
22 34 34 34 31,844 1030 1 247 2015 1247
21 15 34 31,844 489 1030 16 1945
21 13 34 31,844 637 1030 20 222
21 39 15 34 34 34 31,844 637 684 1030 687 1949 1207 1322
21 15 34 28,844 489 1030 1148 1950
21 39 5,844 637 684 167
21 15 34 34 34 34 34 31,844 489 1030 1917 1927 947 789 1750 1249
22 34 34 31,844 1030 750 690 77
21 13 15 34 31,844 489 1610 1030 1099 261
22 34 34 34 34 34 34 31,844 1030 1907 1969 1179 1110 484 17 1247
22 34 31,844 1030 1923 1808
22 34 23,844 1030 891 1480
21 15 34 34 34 31,844 489 1030 819 353 1284 1560
21 13 31,844 637 1030 592
21 13 15 34 34 34 34 34 34 34,844 489 1610 1030 690 1179 353 26 1927 1673 1866
21 39 15 34 28,844 637 684 1030 1148 1950
21 13 15 34 23,844 489 1610 1030 1926 1461
22 34 28,844 1030 1664 243
22 34 34 34 34 31,844 1030 1844 353 1964 1123 576
37 35,621 709 845
37 37 18,602 981 1606 845
15 34 31,845 1030 1753 576
15 31,845 1030 592
15 34 34 31,845 1030 1966 1299 452
30 37 17,286 1231 354 845
15 34 28,845 1030 1544 518
29 25 25 25 25 25 37 18,1210 1098 204 835 1175 1393 981 1606 845
15 34 34 34 31,845 1030 1046 789 572 261
15 34 34 34 34 34 34 31,845 1030 1838 27 353 39 1830 3 1002
15 34 27,845 1030 1844 1660
15 34 34 34 34 34 34 34 34 34,845 1030 1900 1291 1927 1110 364 687 1907 1331 19
29 25 25 37 18,1210 1393 731 981 1606 845
15 34 23,845 1030 552 1413
15 34 34 34 34 34 34 28,845 1030 26 1179 810 1291 1937 1273 264
15 34 34 34 34 34 31,845 1030 1886 27 878 977 12 65
15 34 34 34 34 31,845 1030 43 260 1759 1316 1810
15 34 34 28,845 1030 1966 2008 212
37 17,1067 354 845
30 37 37 18,794 1257 981 1606 845
22 34 34 34 34 34 31,846 1030 496 13 789 2002 353 65
21 13 15 34 34 31,846 1272 1444 1030 789 770 1808
21 15 34 34 34 34 31,846 1272 1030 1863 1933 1942 425 1876
22 31,846 1030 1913
17 15 34 31,846 1444 1030 6 1002
22 34 34 34 34 31,846 1030 1207 789 1949 1854 1723
