relation_path,entity_path
22 34 26 3,914 364 353 842 1113
21 15 34 26 3,914 595 1030 353 842 1113
22 34 34 26 3,914 364 2022 353 842 1113
22 34 26 3,914 364 353 842 1141
21 15 34 26 3,914 595 1030 353 842 1141
22 34 34 26 3,914 364 2022 353 842 1141
22 34 26 3,914 364 353 842 1646
21 15 34 26 3,914 595 1030 353 842 1646
22 34 34 26 3,914 364 2022 353 842 1646
21 15 34,914 595 1030 364
21 13 15 34,914 595 1653 1030 364
21 15 34 34,914 595 1030 1207 364
22 34 26 3,915 1030 353 842 1141
21 38 34 26 3,915 1542 1030 353 842 1141
22 34 34 26 3,915 1030 1207 353 842 1141
21 15 34 26 3,915 1542 1030 353 842 1141
21 13 34 26 3,915 1542 1030 353 842 1141
22 34 26 3,915 1030 353 842 1646
21 38 34 26 3,915 1542 1030 353 842 1646
22 34 34 26 3,915 1030 1207 353 842 1646
21 15 34 26 3,915 1542 1030 353 842 1646
21 13 34 26 3,915 1542 1030 353 842 1646
21 38,915 1542 1030
21 15,915 1542 1030
21 13,915 1542 1030
22 34 26 3,916 1030 353 842 1141
21 15 34 26 3,916 489 1030 353 842 1141
22 34 34 26 3,916 1030 1207 353 842 1141
22 34 26 3,916 1030 353 842 1646
21 15 34 26 3,916 489 1030 353 842 1646
22 34 34 26 3,916 1030 1207 353 842 1646
22 16,916 1030 1486
21 15 16,916 489 1030 1486
21 13 15 16,916 489 1610 1030 1486
21 15,916 489 1030
21 13 15,916 489 1610 1030
34 23,917 2018 263
34 28,917 2011 518
34 31,917 2018 46
34 31,917 2018 65
34 31,917 2008 261
34 31,917 2011 452
34 31,917 2018 576
34 31,917 2008 618
34 31,917 2008 826
34 31,917 2018 1002
34 31,917 2018 1144
34 31,917 2011 1247
34 31,917 2002 1264
34 31,917 2018 1560
34 31,917 2018 1663
34 31,917 2018 1721
34 31,917 2011 1806
34 31,917 2018 1808
34 31,917 2018 1810
34 31,917 2018 1877
34 31,917 2018 1906
34 31,917 2018 1913
34 34,917 2008 257
34 34,257 13 917
34 34,917 2018 260
34 34,260 13 917
34 34,917 2008 878
34 34,878 27 917
34 34,917 2008 907
34 34,907 31 917
34 34,917 2008 947
34 34,947 2008 917
34 34,917 2008 1110
34 34,1110 2008 917
34 34,917 353 1123
34 34,1123 2008 917
34 34,917 353 1179
34 34,1179 1544 917
34 34,917 2008 1273
34 34,1273 2008 917
34 34,917 2008 1291
34 34,1291 2008 917
34 34,917 2008 1299
34 34,1299 2011 917
34 34,917 2008 1303
34 34,1303 364 917
34 34,917 2008 1316
34 34,1316 247 917
34 34,917 2008 1346
34 34,1346 2008 917
34 34,917 2008 1408
34 31,917 1110 1408
34 34,917 2008 1544
34 34,1544 2008 917
34 34,917 2008 1673
34 34,1673 1927 917
34 34,917 353 1759
34 34,1759 2008 917
34 34,917 1949 1830
34 34,1830 1969 917
34 34,917 2008 1838
34 34,1838 2008 917
34 34,917 2008 1886
34 34,1886 2008 917
34 34,917 2008 1907
34 34,1907 2008 917
34 34,917 1949 1917
34 34,1917 1969 917
34 34,917 2018 1927
34 34,1927 1825 917
34 34,917 2011 1949
34 34,1949 2008 917
34 34,917 2008 1960
34 34,1960 2008 917
34 34,917 2008 1969
34 34,1969 2008 917
34 34,917 2011 2001
34 34,2001 947 917
34 34,917 2001 2002
34 34,2002 2001 917
34 34,917 1949 2008
34 34,2008 1969 917
34 34,917 2001 2011
34 34 34,917 2001 1030 2011
34 34,2011 2001 917
34 34 34,2011 2001 947 917
34 34,917 353 2018
34 34 34,917 353 2022 2018
34 34,2018 247 917
34 34 34,2018 247 1830 917
31 15 34 34 26 3,918 578 1142 484 1139 1818 377
18 15 34 34 26 3,918 1901 257 623 1139 1818 377
31 15 34 26 3,918 578 1142 353 842 1646
18 15 34 26 3,918 1901 257 353 842 1646
31 15 34 34 26 3,918 578 1142 27 353 842 1646
31 13 15 34 26 3,918 550 1946 247 353 842 1646
22 28,918 445 518
18 15 28,918 1901 257 518
31 15 28,918 910 1544 518
18 15 26 12,918 1901 257 2016 518
31 13 15 28,918 158 1901 257 518
18 15 34 28,918 1901 257 1907 518
31 13,918 158 1901
31 15 34 26 31 13,918 578 1142 1299 2016 158 1901
18 15,918 1901 445
31 13 15,918 158 1901 445
31 15 34 34 15,918 979 1254 762 680 445
18 15 34 34 34 15,918 1901 257 1907 762 680 445
31 15 34 34 34 15,918 158 257 1030 762 680 445
18 15 26 31,918 1901 257 2016 158
31 15 34 26 31,918 578 1142 1299 2016 158
18 15 34 26 31,918 1901 257 364 2016 158
31 15 34 26 31,918 979 1254 690 1215 1421
18 15 34 34 26 31,918 1901 257 13 690 1215 1421
31 15 34 34 26 31,918 979 1254 2008 690 1215 1421
22 34 26 3,919 1030 353 842 1646
21 15 34 26 3,919 1908 1030 353 842 1646
22 34 34 26 3,919 1030 1207 353 842 1646
21 15,919 1908 1030
22 34 26 3,921 257 353 842 1141
21 15 34 26 3,921 595 1030 353 842 1141
22 34 34 26 3,921 257 1907 353 842 1141
21 13 34 26 3,921 677 484 353 842 1141
22 28,921 257 518
21 15 28,921 595 1030 518
22 26 12,921 257 2016 518
22 34 28,921 257 1907 518
21 15,921 677 257
21 15 34,921 595 1030 257
21 13 34,921 677 484 257
21 15 34 34,921 595 1030 1207 257
21 13 34 34,921 677 484 1762 257
21 13 15 34,921 595 1653 1030 257
22 34 34 26 31,921 257 1207 1139 1215 1421
21 15 34 26 31,921 595 1030 690 1215 1421
21 13 34 26 31,921 677 484 1139 1215 1421
22 34 26 3,922 1030 353 842 1141
17 15 34 26 3,922 1610 1030 353 842 1141
22 34 34 26 3,922 1030 1207 353 842 1141
22 34 26 3,922 1030 353 842 1646
17 15 34 26 3,922 1610 1030 353 842 1646
22 34 34 26 3,922 1030 1207 353 842 1646
17 15,922 1610 1030
22 34 26 3,923 1030 690 1215 1158
22 34 34 26 3,923 1030 1207 690 1215 1158
22 34 26 3,923 1030 353 842 1646
22 34 34 26 3,923 1030 1207 353 842 1646
34 23,924 13 263
34 34,924 260 263
34 34 23,924 13 2001 263
34 28,924 1933 243
34 34 28,924 1933 740 243
34 31,924 2008 46
34 31,924 1933 102
34 34 31,924 1933 1869 102
34 31,924 2008 452
34 31,924 2008 576
34 31,924 2008 826
34 31,924 2008 1247
34 31,924 1933 1452
34 31,924 1933 1458
34 34 31,924 1933 1869 1458
34 31,924 2008 1560
34 31,924 1933 1639
34 34 31,924 1933 1869 1639
34 31,924 2008 1663
34 31,924 1825 1721
34 34 31,924 1825 55 1721
34 31,924 1933 1723
34 34,924 353 1723
34 34 31,924 1933 1869 1723
34 34 34,924 22 353 1723
34 31,924 2008 1808
34 31,924 2008 1810
34 31,924 2008 1877
34 31,924 2008 1906
34 31,924 2008 1913
34 31,924 247 1945
34 34,924 2008 353
34 34,353 13 924
34 34,924 2008 358
34 34,924 2008 484
34 34,484 13 924
34 34,924 2008 977
34 34,977 2008 924
34 34,924 2008 1030
34 34,1030 907 924
34 34,924 2008 1303
34 34,1303 364 924
34 34,924 2008 1346
34 34,1346 2008 924
34 34,924 2008 1673
34 34,1673 1927 924
34 34,924 2008 1825
34 34,1825 2008 924
34 34,924 2008 1838
34 34,1838 2008 924
34 34,924 2008 1886
34 34,1886 104 924
34 34,924 2008 1907
34 34,1907 2008 924
34 34,924 2008 1915
34 34,1915 1949 924
34 34,924 2008 1927
34 34,1927 1825 924
34 34,924 2008 1933
34 34,1933 2008 924
34 34,924 2008 1949
34 34,1949 2008 924
34 34,924 353 1996
34 34,1996 1927 924
34 34,924 1933 2008
34 34,2008 1838 924
22 34 26 3,925 282 1139 1818 594
22 34 34 26 3,925 685 1207 1139 1818 594
18 15 34 26 3,925 1652 282 1139 1818 594
22 34 34 34 26 3,925 685 1207 484 1139 1818 594
22 34 26 3,925 282 1139 1215 706
22 34 34 26 3,925 685 1886 690 1215 706
18 15 34 26 3,925 1652 282 1139 1215 706
22 34 26 3,925 685 353 842 1141
18 15 26 3,925 1652 353 842 1141
22 34 34 26 3,925 685 484 353 842 1141
22 34 26 3,925 282 1139 1215 1158
22 34 34 26 3,925 685 1207 1139 1215 1158
18 15 34 26 3,925 1652 282 1139 1215 1158
22 34 26 3,925 685 353 842 1873
18 15 26 3,925 1652 353 842 1873
22 34 34 26 3,925 685 484 353 842 1873
22 34 16,925 685 687 1493
22 34 34 16,925 282 1886 768 1493
18 15 26 16,925 1652 353 842 1493
22 34 26 35,925 685 353 842 1652
22 34 34 26 35,925 282 6 353 1803 1652
18 15,925 1652 282
22 34 34,925 685 1179 282
18 15 34 34,925 1652 353 364 282
22 34 34 34,925 685 1030 1790 282
22 34 34,925 282 1886 685
18 15 34 34,925 1652 282 1030 685
22 34 34 34,925 282 1179 162 685
22 34 26 3,926 1838 353 842 1141
17 34 26 3,926 1838 353 842 1141
22 34 34 26 3,926 1838 1235 353 842 1141
17 34 34 26 3,926 1838 1235 353 842 1141
21 15 34 26 3,926 595 1030 353 842 1141
22 34 26 3,926 1838 690 1215 1212
17 34 26 3,926 1838 690 1215 1212
22 34 34 26 3,926 1838 2008 690 1215 1212
17 34 34 26 3,926 1838 2008 690 1215 1212
21 15 34 26 3,926 595 1030 690 1215 1212
22 34 28,926 1838 1826 264
17 34 28,926 1838 1826 264
22 34 28,926 1838 2030 518
17 34 28,926 1838 2030 518
21 15 28,926 595 1030 518
21 15 34,926 595 1030 1838
22 34 34,926 1029 364 1838
21 15 34 34,926 595 1030 2030 1838
22 34 34 34,926 1029 1046 353 1838
21 13 15 34,926 595 1653 1030 1838
22 34 34,926 1838 321 1029
17 34 34,926 1838 321 1029
22 34 34 34,926 1838 321 364 1029
17 34 34 34,926 1838 364 321 1029
21 15 34 34,926 595 1030 364 1029
22 34 26 3,927 257 353 842 1141
22 34 34 26 3,927 257 1907 353 842 1141
22 34 26 3,927 257 353 842 1646
22 34 34 26 3,927 257 1907 353 842 1646
22 28,927 257 518
22 26 12,927 257 2016 518
22 34 28,927 257 1907 518
22 34 34 26 3,928 1830 1915 856 2031 259
22 34 34 34 26 3,928 1830 1969 260 856 2031 259
22 34 34 26 3,928 1830 1927 690 1215 706
22 34 34 26 3,928 1830 247 353 842 1113
22 34 34 26 3,928 1830 1927 690 1215 1212
22 34 34 26 3,928 1830 484 1139 1818 1494
22 34 34 34 26 3,928 1830 1969 1207 1139 1818 1494
22 34 34 26 3,928 1830 1915 856 2031 1498
22 34 26 3,929 1030 690 1215 908
22 34 34 26 3,929 1030 1207 690 1215 908
17 15 34 26 3,929 1653 1030 690 1215 908
22 34 26 3,929 1030 353 842 1141
22 34 34 26 3,929 1030 1207 353 842 1141
17 15 34 26 3,929 1653 1030 353 842 1141
22 28,929 1030 518
22 34 28,929 1030 2030 518
17 15 28,929 1653 1030 518
22 16,929 1030 1486
17 15 16,929 1653 1030 1486
22 34 16,929 364 1030 1486
22 34 34 16,929 364 2022 1030 1486
22 34,929 1030 364
17 15 34,929 1653 1030 364
22 34 34,929 1030 1207 364
17 15,929 1653 1030
22 34,929 364 1030
22 34 34,929 364 2022 1030
22 34 26 3,930 257 353 842 1141
21 38 34 26 3,930 323 484 353 842 1141
22 34 34 26 3,930 257 1907 353 842 1141
21 15 34 26 3,930 400 1030 353 842 1141
21 13 34 26 3,930 323 1030 353 842 1141
22 34 26 3,930 257 353 842 1646
21 15 34 26 3,930 400 1030 353 842 1646
22 34 34 26 3,930 257 1907 353 842 1646
21 13 34 26 3,930 323 1030 353 842 1646
21 9,930 677 103
22 28,930 257 518
21 15 28,930 400 1030 518
22 26 12,930 257 2016 518
22 34 28,930 257 1907 518
21 13 28,930 323 1030 518
21 15,930 323 257
21 13 15,930 323 1901 257
21 15 34,930 677 484 257
21 13 34,930 323 1030 257
21 38 34,930 323 484 257
29 3,931 90 86
29 20 3,931 90 1289 86
29 3,931 90 456
29 20 3,931 90 1289 456
29 3,931 90 764
29 3,931 90 875
29 3,931 90 984
29 7,931 90 435
29 12,931 90 518
22 28,931 1030 518
29 20 12,931 90 1289 518
22 34 28,931 1030 2030 518
18 15 28,931 1653 1030 518
29 22 28,931 90 1030 518
18 15,931 1653 1030
29 22,931 90 1030
29 20 22,931 90 1289 1030
29 20 21 15,931 90 1289 1908 1030
29 20 11 15 34,931 90 1289 1968 1838 1030
29 20 21 13 15,931 90 1289 489 1610 1030
29 20 11 15 34 34,931 90 1289 1968 1838 2030 1030
22 34 34 26 3,932 247 496 690 1215 706
22 34 34 26 3,932 247 496 690 1215 908
22 34 26 3,932 247 353 842 1141
22 34 34 26 3,932 247 1334 353 842 1141
22 34 34 26 3,932 247 623 1139 1818 1212
22 34 34 26 3,932 247 623 1139 1818 1494
22 34 34 34 26 3,932 247 623 484 1139 1818 1494
22 34 34 26 3,932 1018 260 856 2031 1498
22 28,932 1018 212
22 34 28,932 247 1018 212
22 34,932 1018 247
22 34 34,932 1018 2008 247
22 34,932 247 1018
22 34 34,932 247 1303 1018
37 3,933 1603 456
22 34 26 3,933 257 353 842 1141
21 15 34 26 3,933 677 484 353 842 1141
22 34 34 26 3,933 257 1907 353 842 1141
18 15 34 26 3,933 1653 1030 353 842 1141
21 13 34 26 3,933 677 484 353 842 1141
37 3,933 1603 1232
37 3,933 1603 1478
22 34 34 26 3,933 257 260 856 2031 1498
21 15 34 26 3,933 677 484 1139 1215 1498
18 15 34 26 3,933 1653 1030 690 1215 1498
21 13 34 26 3,933 677 484 1139 1215 1498
37 3,933 1603 1918
37 7,933 1603 435
37 7,933 1603 1665
37 9,933 1603 103
21 9,933 677 103
37 12,933 1603 518
22 28,933 257 518
21 15 28,933 595 1030 518
22 26 12,933 257 2016 518
22 34 28,933 257 1907 518
18 15 28,933 1653 1030 518
21 13,933 595 1653
21 15,933 677 257
18 15 34,933 1653 1030 257
21 15 34,933 677 484 257
21 13 15,933 491 1901 257
21 13 34,933 677 484 257
18 15 34 34,933 1653 1030 1207 257
21 15 34 34,933 595 1030 1207 257
34 23,935 1931 1461
34 31,935 687 46
34 31,935 687 65
34 31,935 687 452
34 31,935 1931 551
34 31,935 687 576
34 31,935 687 1247
34 31,935 1931 1452
34 34 31,935 1931 1949 1452
34 31,935 687 1560
34 31,935 687 1663
34 31,935 687 1808
34 31,935 687 1860
34 31,935 687 1877
34 31,935 687 1913
34 31,935 1931 1945
34 34,935 687 810
34 34,810 257 935
34 34 34,810 257 1907 935
34 34,935 687 1030
34 34,1030 257 935
34 34,935 1931 1291
34 34,1291 257 935
34 34,935 1886 1303
34 34,1303 257 935
34 34,935 1931 1830
34 34,1830 737 935
34 34,935 1927 1861
34 34,1861 1830 935
34 34 34,1861 1830 737 935
34 34,935 687 1886
34 34,1886 1830 935
34 34,935 687 1907
34 34,1907 1886 935
34 34,935 1303 1923
34 34 34,935 1303 1673 1923
34 34,1923 484 935
34 34 34,1923 484 257 935
34 34,935 687 1927
34 34,1927 1830 935
34 34,935 1927 1931
34 34 34,935 1927 1830 1931
34 34,1931 353 935
34 34 34,1931 353 1907 935
13 15,936 458 977
22 34 26 3,937 321 353 842 1141
22 34 34 26 3,937 321 2028 353 842 1141
22 34 26 3,937 321 690 1215 1212
22 34 34 26 3,937 321 1207 1139 1818 1212
22 34 26 3,937 321 353 842 1646
22 34 34 26 3,937 321 2028 353 842 1646
22 34 28,937 321 883 518
22 34 34 28,937 321 257 865 1655
22 34 26 3,938 1030 353 842 1646
22 34 34 26 3,938 1030 1207 353 842 1646
22 34 26 3,939 1142 353 842 1365
22 34 34 26 3,939 1142 27 353 842 1365
22 34 26 3,939 1142 353 842 1646
22 34 34 26 3,939 1142 27 353 842 1646
22 34 28,939 1142 1969 518
22 34 34 28,939 1142 1969 1964 518
22 28,939 1142 1950
22 34 34 28,939 1142 27 1110 1950
21 5 3,940 1355 1195 495
21 5 20 3,940 1355 1195 1220 495
22 34 26 3,940 1030 353 842 1141
21 5 20 3,940 1355 1195 1220 1141
22 34 34 26 3,940 1030 1207 353 842 1141
35 15 34 26 3,940 1653 1030 353 842 1141
21 15 34 26 3,940 1355 1030 353 842 1141
22 34 26 3,940 1030 353 842 1646
21 15 34 26 3,940 1355 1030 353 842 1646
22 34 34 26 3,940 1030 1207 353 842 1646
35 15 34 26 3,940 1653 1030 353 842 1646
21 5 20 7,940 1355 1195 1220 435
21 5 9,940 1355 1195 1239
21 5 20 9,940 1355 1195 1220 1239
22 28,940 1030 518
21 5 12,940 1355 1195 518
22 34 28,940 1030 2030 518
21 38 28,940 567 1780 518
21 15 28,940 1355 1030 518
35 15 28,940 1653 1030 518
21 15,940 1355 1030
35 15,940 1653 1030
21 5 22,940 1355 1195 1030
21 38 34,940 567 1780 1030
21 39 15,940 567 1272 1030
21 15 34,940 567 1780 1030
21 5 20 22,940 1355 1195 1220 1030
21 15 34 34,940 567 1780 2008 1030
21 38 34 34,940 567 1780 2008 1030
22 34 26 3,941 1030 353 842 1646
21 15 34 26 3,941 722 1030 353 842 1646
22 34 34 26 3,941 1030 1207 353 842 1646
21 15,941 722 1030
21 13 15,941 722 1653 1030
21 5 20 3,942 1355 1195 1220 1105
21 5 20 3,942 1355 1195 1220 1141
22 34 26 3,942 484 353 842 1141
21 15 34 26 3,942 1355 1030 353 842 1141
22 34 34 26 3,942 484 1971 353 842 1141
22 34 26 3,942 484 353 842 1873
21 15 34 26 3,942 1355 1030 353 842 1873
22 34 34 26 3,942 484 1971 353 842 1873
21 5 20 7,942 1355 1195 1220 435
21 5 12,942 1355 1195 518
22 34 28,942 484 364 518
21 15 28,942 1355 1030 518
21 15 34,942 1355 1030 484
21 5 22 34,942 1355 1195 1030 484
21 15 34 34,942 1355 1030 1207 484
22 34 26 3,943 1286 690 1215 908
22 34 34 26 3,943 1286 484 1139 1215 908
22 34 26 3,943 1286 353 842 1141
22 34 34 26 3,943 1286 2008 353 842 1141
22 34 26 3,943 1286 353 1803 1879
22 34 34 26 3,943 1286 2008 353 1803 1879
22 34 15 11,943 1030 891 624 497
22 34 11,943 1286 690 2007
22 34 34 11,943 1286 2008 690 2007
22 28,943 1030 518
22 34 28,943 1286 104 518
22 28,943 1286 533
22 34 28,943 1030 1165 533
22 34 34 28,943 1030 1165 1046 533
22 34 34,943 1286 789 1030
22 34 34,943 1030 907 1286
22 34 26 3,944 1030 353 842 1141
21 15 34 26 3,944 1371 1030 353 842 1141
22 34 34 26 3,944 1030 1207 353 842 1141
21 9,944 1371 1239
22 28,944 1030 518
21 15 28,944 1371 1030 518
22 34 28,944 1030 2030 518
21 15,944 1371 1030
21 13 15,944 1371 1610 1030
21 39 15,944 1371 1272 1030
21 39 13 15,944 1371 1272 1444 1030
18 15 34 26 3,945 174 1030 353 842 1141
21 15 34 26 3,945 1908 1030 353 842 1141
18 15 34 34 26 3,945 174 1030 1207 353 842 1141
21 15 34 34 26 3,945 1908 1030 1207 353 842 1141
18 15 34 16,945 174 1030 1996 1747
21 15 34 16,945 1908 1030 1996 1747
18 15 34 34 16,945 174 1030 1207 687 1747
21 15 34 34 16,945 1908 1030 1207 687 1747
18 15 28,945 174 1030 518
21 15 28,945 1908 1030 518
18 15 34 28,945 174 1030 2030 518
21 15 34 28,945 1908 1030 2030 518
34 23,947 977 1413
34 28,947 1673 518
34 34 28,947 1673 113 518
34 31,947 2008 46
34 31,947 2008 65
34 31,947 1179 77
34 31,947 2008 261
34 31,947 2008 452
34 31,947 1179 551
34 31,947 2008 576
34 31,947 2008 1247
34 31,947 2008 1322
34 34 31,947 2008 1838 1322
34 31,947 1179 1330
34 34 31,947 1179 1544 1330
34 34,947 2008 1408
34 31,947 977 1408
34 31,947 2008 1560
34 31,947 2008 1663
34 31,947 1179 1668
34 31,947 2008 1808
34 31,947 2008 1810
34 31,947 2008 1811
34 31,947 1179 1860
34 31,947 977 1876
34 34 31,947 977 1397 1876
34 31,947 2008 1877
34 31,947 2008 1906
34 31,947 2008 1913
34 31,947 1179 1943
34 31,947 1179 1945
34 34,947 2008 353
34 34,353 106 947
34 34,947 2008 358
34 34,947 2008 977
34 34,977 2008 947
34 34,947 2008 1030
34 34,1030 106 947
34 34,947 1030 1179
34 34,1179 162 947
34 34,947 2008 1254
34 34,1254 2008 947
34 34,947 2008 1303
34 34,1303 364 947
34 34,947 2008 1673
34 34,1673 1927 947
34 34,947 2008 1755
34 34,1755 2008 947
34 34,947 2008 1838
34 34,1838 106 947
34 34,947 2008 1907
34 34,1907 2008 947
34 34,947 2008 1927
34 34,1927 364 947
34 34,947 2008 1949
34 34,1949 2008 947
34 34,947 2008 1969
34 34,1969 2008 947
34 34,947 260 2001
34 34,2001 917 947
34 34,947 260 2008
34 34,2008 1969 947
22 34 26 3,949 1030 353 842 1141
21 15 34 26 3,949 1267 1030 353 842 1141
22 34 34 26 3,949 1030 1207 353 842 1141
21 38 34 26 3,949 1542 1030 353 842 1141
22 34 26 3,949 1030 353 842 1646
21 15 34 26 3,949 1267 1030 353 842 1646
22 34 34 26 3,949 1030 1207 353 842 1646
21 38 34 26 3,949 1542 1030 353 842 1646
22 16,949 1030 1486
21 15 16,949 722 1030 1486
21 38 16,949 1542 1030 1486
21 13 16,949 1542 1030 1486
21 13 15 16,949 722 1653 1030 1486
21 15,949 1267 1030
21 38,949 1542 1030
21 13,949 1542 1030
21 13 15,949 722 1653 1030
22 34 26 3,951 1030 353 842 1646
18 15 34 26 3,951 161 1030 353 842 1646
22 34 34 26 3,951 1030 1207 353 842 1646
22 28,951 1030 518
18 15 28,951 161 1030 518
22 34 28,951 1030 2030 518
18 15,951 161 1030
22 26 3,952 353 842 1141
22 34 26 3,952 257 353 842 1141
22 34 34 26 3,952 282 1866 353 842 1141
21 15 34 26 3,952 1272 1030 353 842 1141
22 28,952 353 1801
22 34 28,952 353 496 1801
22 26 12,952 353 842 1801
22 34,952 353 257
22 34 34,952 282 1179 257
21 15 34,952 1272 1030 257
22 26 22,952 353 842 282
22 34 34,952 257 425 282
21 15 34,952 1272 1030 282
22 34,952 257 353
22 34 34,952 282 6 353
21 15 34,952 1272 1030 353
13 15,953 1610 1030
22 34 26 3,954 1030 353 842 1646
17 15 34 26 3,954 161 1030 353 842 1646
22 34 34 26 3,954 1030 1207 353 842 1646
35 15 34 26 3,954 809 1030 353 842 1646
17 15,954 161 1030
35 15,954 809 1030
21 15 34 26 3,955 677 484 353 842 1646
17 15 34 26 3,955 1901 257 353 842 1646
21 13 34 26 3,955 677 484 353 842 1646
21 15 34 34 26 3,955 677 484 1971 353 842 1646
17 15 34 34 26 3,955 1901 257 1907 353 842 1646
21 13 34 34 26 3,955 677 484 1971 353 842 1646
21 39 15 34 26 3,955 677 684 1030 353 842 1646
21 15 28,955 677 257 518
17 15 28,955 1901 374 518
21 15 26 12,955 677 257 2016 518
17 15 26 12,955 1901 257 2016 518
21 15 34 28,955 677 484 2015 518
17 15 34 28,955 1901 257 1907 518
21 15 26 31 13,955 677 257 2016 158 1901
21 15 34 26 31 13,955 677 484 1691 2016 158 1901
21 13 34 26 31 13,955 677 484 1691 2016 158 1901
22 34 34 26 3,956 257 260 856 2031 1498
21 15 34 26 3,956 1555 1030 690 1215 1498
22 34 26 3,956 257 353 842 1646
21 15 34 26 3,956 1555 1030 353 842 1646
22 34 34 26 3,956 257 1907 353 842 1646
22 28,956 257 518
21 15 28,956 1555 257 518
22 26 12,956 257 2016 518
22 34 28,956 257 1907 518
21 15,956 1555 257
21 13 15,956 1555 1901 257
21 15 34,956 1555 1030 257
21 39 15 34,956 1555 1272 1030 257
21 15 34 34,956 1555 1030 1207 257
22 34 26 3,959 247 353 842 1646
22 34 34 26 3,959 247 1334 353 842 1646
21 15 34 26 3,959 489 1030 353 842 1646
22 28,959 247 264
22 34 28,959 1030 19 264
22 34 34,959 1030 496 247
21 15,959 489 1030
22 34,959 247 1030
21 13 15,959 489 1610 1030
22 34 34,959 247 2024 1030
22 34 34 26 33,959 247 1915 856 2031 139
22 34 34 34 26 33,959 247 1915 260 856 2031 139
21 15 34 34 26 33,959 489 1030 1915 856 2031 139
20 3,960 110 86
20 3,960 110 456
20 3,960 110 1141
22 34 26 3,960 1030 353 842 1141
20 22 34 26 3,960 110 1030 353 842 1141
22 34 34 26 3,960 1030 1207 353 842 1141
21 15 34 26 3,960 953 1030 353 842 1141
20 3,960 110 1646
22 34 26 3,960 1030 353 842 1646
20 22 34 26 3,960 110 1030 353 842 1646
22 34 34 26 3,960 1030 1207 353 842 1646
21 15 34 26 3,960 953 1030 353 842 1646
20 7,960 110 435
20 9,960 110 105
21 9,960 640 105
20 9,960 110 203
20 9,960 110 1412
20 12,960 110 518
22 28,960 1030 518
20 22 28,960 110 1030 518
22 34 28,960 1030 2030 518
21 15 28,960 953 1030 518
20 16,960 110 1486
22 16,960 1030 1486
20 22 16,960 110 1030 1486
21 15 16,960 953 1030 1486
20 38 15 16,960 110 161 1030 1486
21 13 15 16,960 640 1610 1030 1486
20 35 15 16,960 110 161 1030 1486
20 22,960 110 1030
21 15,960 640 1030
20 38 15,960 110 161 1030
21 13 15,960 953 1610 1030
20 35 15,960 110 161 1030
20 21 13 15,960 110 647 1653 1030
20 21 39 15,960 110 647 1272 1030
13 23,961 1352 1413
31 23,961 164 1413
13 28,961 1352 533
31 28,961 164 533
21 15 34 26 3,963 1670 1030 353 842 1141
38 15 34 26 3,963 845 1030 353 842 1141
21 15 34 34 26 3,963 1670 1030 1207 353 842 1141
38 15 34 34 26 3,963 845 1030 1207 353 842 1141
21 15 34 26 3,963 1670 1030 690 1215 1212
38 15 34 26 3,963 845 1030 690 1215 1212
21 15 34 34 26 3,963 1670 1030 1207 1139 1818 1212
38 15 34 34 26 3,963 845 1030 1207 1139 1818 1212
21 15 34 26 3,963 1670 1030 353 842 1646
38 15 34 26 3,963 845 1030 353 842 1646
21 15 34 34 26 3,963 1670 1030 1207 353 842 1646
38 15 34 34 26 3,963 845 1030 1207 353 842 1646
21 15 16,963 1670 1030 1486
38 15 16,963 845 1030 1486
17 15 34 26 3,965 1662 282 1139 1818 1212
22 34 34 26 3,965 353 1207 1139 1818 1212
22 26 35,965 353 1803 1662
22 26 17,965 353 842 1662
17 15,965 1662 353
17 15 34 34,965 1662 282 1969 353
22 26 36,965 353 1803 972
22 26 4,965 353 842 972
17 15 26 36,965 1662 353 1803 972
17 15 26 4,965 1662 353 842 972
17 15 34 34 26 36,965 1662 282 1969 353 1803 972
17 15 34 34 26 4,965 1662 282 1969 353 842 972
31 15 34 26 3,966 1318 484 1139 1818 594
22 34 34 26 3,966 1254 1207 1139 1818 594
31 15 34 34 26 3,966 1318 484 1207 1139 1818 594
22 34 34 34 26 3,966 1254 623 484 1139 1818 594
22 34 26 3,966 1254 690 1215 1212
31 15 34 26 3,966 1318 484 1139 1818 1212
22 34 34 26 3,966 1254 484 1139 1818 1212
22 34 26 3,966 1254 353 1803 1879
31 15 34 26 3,966 1318 484 353 1803 1879
22 34 34 26 3,966 1254 2008 353 842 1879
22 34 28,966 1254 1165 533
31 15 28,966 1318 484 533
22 34 34 28,966 1254 1165 1046 533
31 15 34 28,966 1318 484 1273 533
22 28,966 1254 1655
31 15 28,966 1136 1254 1655
22 34 28,966 1254 707 1655
31 13 28,966 1136 743 1655
31 15 34 28,966 1136 1254 707 1655
31 13 15 28,966 1136 743 1254 1655
31 15,966 1136 1254
31 15 34,966 1318 484 1254
31 13 15,966 1136 743 1254
31 15 34 34,966 1318 484 1235 1254
31 13 15 34,966 1134 1901 257 1254
22 34 34 26 3,967 247 1915 856 2031 140
18 15 34 34 26 3,967 1946 247 1915 856 2031 140
22 34 34 34 26 3,967 247 1915 260 856 2031 140
17 15 34 34 26 3,967 1946 247 1915 856 2031 140
22 34 26 3,967 247 353 1803 513
18 15 34 26 3,967 1946 247 353 1803 513
22 34 34 26 3,967 247 1334 353 842 513
