node_id,direction,edges
1239,out,19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 
1240,in,7 15 7 7 7 45 7 7 33 15 75 7 43 7 
1240,out,6 14 6 6 6 44 6 6 32 14 74 6 42 6 
1241,in,7 15 73 25 7 45 7 7 7 33 7 73 15 23 7 
1241,out,6 14 72 24 6 44 6 6 6 32 6 72 14 22 6 
1242,in,7 25 43 15 7 25 1 43 45 7 7 7 7 35 15 19 
1242,out,6 24 42 14 6 24 0 42 44 6 6 6 6 34 14 18 
1243,in,63 7 45 7 74 25 7 7 23 74 7 74 74 7 74 75 74 
1243,out,62 6 44 6 75 24 6 6 22 75 6 75 75 6 75 74 75 
1244,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
1244,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
1245,in,7 25 25 7 7 45 13 7 7 74 63 74 7 7 7 37 
1245,out,6 24 24 6 6 44 12 6 6 75 62 75 6 6 6 36 
1246,in,7 13 74 45 7 7 7 33 7 7 1 15 35 25 
1246,out,6 12 75 44 6 6 6 32 6 6 0 14 34 24 
1247,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1247,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1248,in,7 45 7 25 7 7 7 25 33 7 1 23 7 74 74 
1248,out,6 44 6 24 6 6 6 24 32 6 0 22 6 75 75 
1249,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1249,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1250,in,75 7 9 73 45 7 7 75 74 75 75 75 7 63 75 73 7 7 45 63 7 75 7 63 63 19 7 7 75 75 74 75 63 7 75 75 74 
1250,out,74 6 8 72 44 6 6 74 75 74 74 74 6 62 74 72 6 6 44 62 6 74 6 62 62 18 6 6 74 74 75 74 62 6 74 74 75 
1251,in,7 7 7 73 7 7 7 3 45 7 7 7 71 33 25 23 
1251,out,6 6 6 72 6 6 6 2 44 6 6 6 70 32 24 22 
1252,in,7 15 73 25 45 45 7 7 7 7 1 7 7 
1252,out,6 14 72 24 44 44 6 6 6 6 0 6 6 
1253,in,7 7 67 45 25 7 7 45 7 63 23 7 37 7 
1253,out,6 6 66 44 24 6 6 44 6 62 22 6 36 6 
1254,in,44 69 68 63 69 44 63 63 69 68 69 68 69 68 44 70 63 69 68 69 68 68 63 47 63 44 69 69 68 69 69 68 44 44 69 68 69 68 68 44 44 63 69 68 69 63 44 63 63 44 69 68 69 68 69 68 69 68 69 68 44 69 68 69 68 69 68 69 68 30 69 44 44 69 68 69 69 68 69 68 69 68 69 68 69 68 44 69 63 69 68 69 68 69 68 44 44 44 44 44 69 68 69 69 68 44 69 68 30 68 69 69 68 69 68 69 68 30 69 68 69 68 69 68 69 44 69 68 63 63 63 69 68 69 68 69 68 69 68 69 68 69 68 68 63 69 63 69 68 44 69 68 69 68 63 47 69 44 63 57 63 69 68 68 63 74 70 69 68 44 69 68 44 69 68 63 63 63 69 68 69 68 69 68 69 68 69 68 63 69 68 63 63 63 69 68 63 68 44 69 69 68 68 69 68 68 63 63 69 68 69 68 69 68 44 
1254,out,45 69 68 62 68 45 62 62 69 68 69 68 69 68 45 71 62 69 68 69 68 69 62 46 62 45 68 69 68 68 69 68 45 45 69 68 69 68 69 45 45 62 69 68 68 62 45 62 62 45 69 68 69 68 69 68 69 68 69 68 45 69 68 69 68 69 68 69 68 31 68 45 45 69 68 68 69 68 69 68 69 68 69 68 69 68 45 68 62 69 68 69 68 69 68 45 45 45 45 45 69 68 68 69 68 45 69 68 31 69 68 68 69 69 68 69 68 31 69 68 69 68 69 68 68 45 69 68 62 62 62 69 68 69 68 69 68 69 68 69 68 69 68 69 62 68 62 69 68 45 69 68 69 68 62 46 68 45 62 56 62 69 68 69 62 75 71 69 68 45 69 68 45 69 68 62 62 62 69 68 69 68 69 68 69 68 69 68 62 69 68 62 62 62 69 68 62 69 45 68 69 68 69 69 68 69 62 62 68 69 69 68 69 68 45 
1255,in,7 19 15 7 7 25 45 45 43 7 7 7 7 7 15 7 
1255,out,6 18 14 6 6 24 44 44 42 6 6 6 6 6 14 6 
1256,in,7 7 7 7 7 1 7 45 45 15 7 7 7 7 7 7 7 7 7 7 7 35 15 25 7 7 
1256,out,6 6 6 6 6 0 6 44 44 14 6 6 6 6 6 6 6 6 6 6 6 34 14 24 6 6 
1257,in,45 75 15 7 43 43 60 75 7 19 43 7 7 7 19 
1257,out,44 74 14 6 42 42 61 74 6 18 42 6 6 6 18 
1258,in,67 45 74 45 25 7 7 71 74 7 9 7 1 33 7 7 7 23 7 74 
1258,out,66 44 75 44 24 6 6 70 75 6 8 6 0 32 6 6 6 22 6 75 
1259,in,33 61 60 45 25 61 60 23 7 7 74 7 7 7 71 35 74 
1259,out,32 61 60 44 24 61 60 22 6 6 75 6 6 6 70 34 75 
1260,in,15 7 7 43 7 19 43 19 7 7 35 25 7 
1260,out,14 6 6 42 6 18 42 18 6 6 34 24 6 
1261,in,74 71 74 7 74 73 9 73 74 74 25 74 7 7 75 74 7 23 74 75 75 74 74 74 
1261,out,75 70 75 6 75 72 8 72 75 75 24 75 6 6 74 75 6 22 75 74 74 75 75 75 
1262,in,67 7 7 63 45 45 13 7 7 7 7 7 7 7 37 25 7 
1262,out,66 6 6 62 44 44 12 6 6 6 6 6 6 6 36 24 6 
1263,in,67 7 74 25 7 74 74 74 7 74 7 74 74 63 7 7 7 74 75 
1263,out,66 6 75 24 6 75 75 75 6 75 6 75 75 62 6 6 6 75 74 
1264,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1264,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1265,in,7 7 15 7 7 25 75 7 45 7 19 43 7 43 7 19 15 
1265,out,6 6 14 6 6 24 74 6 44 6 18 42 6 42 6 18 14 
1266,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1266,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1267,in,42 42 42 42 42 42 42 42 42 42 31 19 42 42 42 
1267,out,43 43 43 43 43 43 43 43 43 43 30 18 43 43 43 
1268,in,67 63 45 74 25 7 7 7 74 45 45 63 7 33 45 74 7 7 73 74 7 
1268,out,66 62 44 75 24 6 6 6 75 44 44 62 6 32 44 75 6 6 72 75 6 
1269,in,7 7 7 25 15 7 1 7 43 19 7 7 
1269,out,6 6 6 24 14 6 0 6 42 18 6 6 
1270,in,18 18 18 18 18 18 18 18 18 18 18 18 18 18 
1270,out,19 19 19 19 19 19 19 19 19 19 19 19 19 19 
1271,in,7 7 19 15 35 7 45 7 7 7 23 7 73 7 
1271,out,6 6 18 14 34 6 44 6 6 6 22 6 72 6 
1272,in,42 42 42 42 78 42 78 42 42 42 78 42 42 42 78 42 42 42 42 42 42 78 54 78 42 42 42 42 42 42 42 42 31 42 42 8 42 42 42 42 42 42 42 42 42 78 27 42 42 42 78 78 42 42 42 
1272,out,43 43 43 43 79 43 79 43 43 43 79 43 43 43 79 43 43 43 43 43 43 79 55 79 43 43 43 43 43 43 43 43 30 43 43 9 43 43 43 43 43 43 43 43 43 79 26 43 43 43 79 79 43 43 43 
1273,in,69 68 44 63 63 63 44 44 44 44 69 68 70 44 63 63 69 68 69 68 69 68 63 57 63 44 69 68 69 69 68 63 69 68 69 68 57 63 63 63 44 69 68 69 68 69 68 68 69 68 69 68 69 63 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 68 69 63 63 69 63 47 44 44 57 63 63 70 69 68 44 63 69 68 69 68 69 63 63 63 69 68 44 63 69 68 63 69 68 69 69 68 63 68 44 69 68 
1273,out,69 68 45 62 62 62 45 45 45 45 69 68 71 45 62 62 69 68 69 68 69 68 62 56 62 45 69 68 68 69 68 62 69 68 69 68 56 62 62 62 45 69 68 69 68 69 68 69 69 68 69 68 68 62 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 69 68 68 62 62 68 62 46 45 45 56 62 62 71 69 68 45 62 69 68 69 68 68 62 62 62 69 68 45 62 69 68 62 69 68 68 69 68 62 69 45 69 68 
1274,in,7 7 19 7 61 60 7 43 7 25 7 7 7 45 7 63 63 7 15 74 15 15 75 7 19 7 19 
1274,out,6 6 18 6 61 60 6 42 6 24 6 6 6 44 6 62 62 6 14 75 14 14 74 6 18 6 18 
1275,in,7 63 7 7 25 7 7 73 63 45 7 1 75 67 9 37 
1275,out,6 62 6 6 24 6 6 72 62 44 6 0 74 66 8 36 
1276,in,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1276,out,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1277,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
1277,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
1278,in,7 63 7 63 7 63 45 7 7 7 63 7 63 63 63 25 
1278,out,6 62 6 62 6 62 44 6 6 6 62 6 62 62 62 24 
1279,in,24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 
1279,out,25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 
1280,in,63 63 63 57 69 68 69 68 63 69 63 69 69 68 69 68 63 63 47 63 63 63 63 55 63 69 68 69 68 63 69 68 63 69 68 69 68 69 68 63 
1280,out,62 62 62 56 69 68 69 68 62 68 62 68 69 68 69 68 62 62 46 62 62 62 62 54 62 69 68 69 68 62 69 68 62 69 68 69 68 69 68 62 
1281,in,7 25 25 7 7 7 9 23 45 63 7 7 7 71 
1281,out,6 24 24 6 6 6 8 22 44 62 6 6 6 70 
1282,in,75 25 7 19 7 3 74 45 7 7 74 7 75 7 7 
1282,out,74 24 6 18 6 2 75 44 6 6 75 6 74 6 6 
1283,in,29 29 29 29 29 29 29 29 65 29 29 29 29 29 
1283,out,28 28 28 28 28 28 28 28 64 28 28 28 28 28 
1284,in,63 63 68 68 69 68 69 68 69 68 68 69 68 44 69 68 63 44 68 63 63 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 63 69 68 69 68 69 68 69 68 69 68 69 47 63 63 69 68 63 63 68 69 68 69 68 63 69 68 63 63 69 68 69 68 69 68 69 68 63 69 68 
1284,out,62 62 69 69 69 68 69 68 69 68 69 69 68 45 69 68 62 45 69 62 62 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 62 69 68 69 68 69 68 69 68 69 68 68 46 62 62 69 68 62 62 69 69 68 69 68 62 69 68 62 62 69 68 69 68 69 68 69 68 62 69 68 
1285,in,7 7 7 7 7 7 7 7 7 71 15 7 7 
1285,out,6 6 6 6 6 6 6 6 6 70 14 6 6 
1286,in,63 63 63 69 68 68 63 69 68 69 68 63 63 44 44 69 68 69 68 69 68 30 63 70 69 68 57 63 63 44 63 69 68 69 68 70 69 68 68 69 68 69 68 69 68 69 68 44 69 68 69 68 30 63 69 68 69 68 69 68 63 44 69 68 69 68 69 68 69 68 63 33 69 68 44 44 63 63 47 44 63 44 44 63 63 69 68 69 68 69 68 63 63 63 44 44 44 44 44 69 68 63 44 63 63 70 44 63 69 68 63 69 68 44 69 68 44 69 68 69 68 63 63 69 68 44 44 44 69 68 
1286,out,62 62 62 69 68 69 62 69 68 69 68 62 62 45 45 69 68 69 68 69 68 31 62 71 69 68 56 62 62 45 62 69 68 69 68 71 69 68 69 69 68 69 68 69 68 69 68 45 69 68 69 68 31 62 69 68 69 68 69 68 62 45 69 68 69 68 69 68 69 68 62 32 69 68 45 45 62 62 46 45 62 45 45 62 62 69 68 69 68 69 68 62 62 62 45 45 45 45 45 69 68 62 45 62 62 71 45 62 69 68 62 69 68 45 69 68 45 69 68 69 68 62 62 69 68 45 45 45 69 68 
1287,in,7 19 7 15 7 43 7 25 59 7 61 41 40 7 7 43 59 45 7 7 7 7 33 23 7 7 7 
1287,out,6 18 6 14 6 42 6 24 58 6 41 60 40 6 6 42 58 44 6 6 6 6 32 22 6 6 6 
1288,in,63 75 75 25 7 45 75 7 74 7 74 7 75 74 75 74 
1288,out,62 74 74 24 6 44 74 6 75 6 75 6 74 75 75 74 
1289,in,7 7 41 40 19 7 43 7 25 19 9 19 45 7 7 15 63 7 7 7 43 7 23 
1289,out,6 6 41 40 18 6 42 6 24 18 8 18 44 6 6 14 62 6 6 6 42 6 22 
1290,in,7 7 45 15 7 25 7 7 45 33 7 15 23 
1290,out,6 6 44 14 6 24 6 6 44 32 6 14 22 
1291,in,69 68 69 68 63 69 68 63 30 69 68 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 69 69 68 63 69 68 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 63 63 63 69 68 69 68 69 68 68 69 68 63 69 68 69 68 69 68 69 68 69 68 63 69 68 44 69 68 63 69 68 69 68 69 68 63 68 63 69 68 69 68 69 68 68 69 68 69 68 68 69 68 69 69 68 69 68 63 63 69 68 69 68 69 68 69 68 69 68 69 68 
1291,out,69 68 69 68 62 69 68 62 31 69 68 69 69 68 69 68 69 68 69 68 62 69 68 69 68 68 68 69 68 62 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 69 68 69 68 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 62 62 62 69 68 69 68 69 68 69 69 68 62 69 68 69 68 69 68 69 68 69 68 62 69 68 45 69 68 62 69 68 69 68 69 68 62 69 62 69 68 69 68 69 68 69 69 68 69 68 69 69 68 68 69 68 69 68 62 62 69 68 69 68 69 68 69 68 69 68 69 68 
1292,in,7 7 7 43 7 25 7 45 7 63 63 67 7 33 43 15 37 35 7 7 19 
1292,out,6 6 6 42 6 24 6 44 6 62 62 66 6 32 42 14 36 34 6 6 18 
1293,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
1293,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
1294,in,19 9 15 7 7 45 7 7 7 73 7 43 15 7 
1294,out,18 8 14 6 6 44 6 6 6 72 6 42 14 6 
1295,in,7 19 15 7 7 43 7 35 45 7 7 33 43 
1295,out,6 18 14 6 6 42 6 34 44 6 6 32 42 
1296,in,75 7 45 75 25 7 75 19 7 75 7 7 7 75 7 7 
1296,out,74 6 44 74 24 6 74 18 6 74 6 6 6 74 6 6 
1297,in,7 15 25 7 7 7 45 15 74 7 19 7 15 37 7 15 7 19 15 7 
1297,out,6 14 24 6 6 6 44 14 75 6 18 6 14 36 6 14 6 18 14 6 
1298,in,7 75 75 75 25 7 75 19 7 74 74 45 75 75 7 74 75 7 75 7 
1298,out,6 74 74 74 24 6 74 18 6 75 75 44 74 74 6 75 74 6 74 6 
1299,in,68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 63 63 63 69 68 69 69 68 44 68 69 68 69 69 68 63 69 68 69 69 68 69 63 63 69 68 57 44 63 69 68 63 44 63 68 69 68 68 69 68 69 69 69 68 64 44 69 68 69 68 69 68 69 68 69 68 69 68 63 44 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 63 69 44 69 68 33 33 69 68 44 44 69 68 63 69 68 63 69 68 63 68 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 69 68 69 68 69 68 69 68 63 69 68 63 63 69 68 68 69 68 69 69 69 68 69 68 69 69 68 69 68 69 68 69 68 69 68 63 63 69 68 69 68 69 68 68 69 68 63 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 53 69 68 
1299,out,69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 62 62 62 69 68 68 69 68 45 69 69 68 68 69 68 62 69 68 68 69 68 68 62 62 69 68 56 45 62 69 68 62 45 62 69 69 68 69 69 68 68 68 69 68 65 45 69 68 69 68 69 68 69 68 69 68 69 68 62 45 69 68 69 68 69 68 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 68 62 68 45 69 68 32 32 69 68 45 45 69 68 62 69 68 62 69 68 62 69 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 69 68 69 68 69 68 69 68 62 69 68 62 62 69 68 69 69 68 68 68 69 68 69 68 68 69 68 69 68 69 68 69 68 69 68 62 62 69 68 69 68 69 68 69 69 68 62 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 52 69 68 
1300,in,7 67 45 63 45 74 25 7 7 7 74 19 7 1 1 7 7 17 74 63 37 
1300,out,6 66 44 62 44 75 24 6 6 6 75 18 6 0 0 6 6 16 75 62 36 
1301,in,7 75 45 7 45 74 74 25 7 7 74 1 7 7 74 7 74 7 19 23 74 
1301,out,6 74 44 6 44 75 75 24 6 6 75 0 6 6 75 6 75 6 18 22 75 
1302,in,7 19 67 41 40 15 7 43 25 43 43 7 3 3 45 7 7 43 10 37 7 19 43 23 19 
1302,out,6 18 66 41 40 14 6 42 24 42 42 6 2 2 44 6 6 11 42 36 6 18 42 22 18 
1303,in,69 68 63 63 63 69 68 69 68 44 63 63 69 68 69 68 69 68 63 69 68 68 69 68 69 69 69 68 68 69 68 63 63 63 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 44 69 68 69 68 69 69 68 63 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 69 68 68 69 68 69 68 68 69 68 69 68 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 63 69 68 63 63 47 69 68 63 44 63 63 69 68 69 68 69 68 63 69 68 63 63 63 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 63 63 69 68 63 69 68 63 69 68 69 68 69 68 69 68 69 68 63 63 69 68 69 68 69 68 69 68 
1303,out,69 68 62 62 62 69 68 69 68 45 62 62 69 68 69 68 69 68 62 69 68 69 69 68 68 68 69 68 69 69 68 62 62 62 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 45 69 68 69 68 68 69 68 62 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 69 68 69 69 68 69 68 69 69 68 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 62 69 68 62 62 46 69 68 62 45 62 62 69 68 69 68 69 68 62 69 68 62 62 62 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 62 62 69 68 62 69 68 62 69 68 69 68 69 68 69 68 69 68 62 62 69 68 68 69 69 68 69 68 
1304,in,7 67 73 7 7 25 7 7 23 45 7 63 63 9 7 33 
1304,out,6 66 72 6 6 24 6 6 22 44 6 62 62 8 6 32 
1305,in,63 45 63 25 7 7 7 7 7 63 63 63 7 7 23 33 37 35 
1305,out,62 44 62 24 6 6 6 6 6 62 62 62 6 6 22 32 36 34 
1306,in,19 7 19 15 43 25 43 43 7 45 7 43 41 7 19 43 7 7 7 33 74 15 71 43 19 
1306,out,18 6 18 14 42 24 42 42 6 44 6 42 40 6 18 42 6 6 6 32 75 14 70 42 18 
1307,in,7 19 7 7 74 25 74 19 7 7 7 7 23 
1307,out,6 18 6 6 75 24 75 18 6 6 6 6 22 
1308,in,15 5 15 43 61 60 45 7 7 19 43 19 7 7 43 15 71 15 19 7 
1308,out,14 4 14 42 61 60 44 6 6 18 42 18 6 6 42 14 70 14 18 6 
1309,in,7 45 7 7 74 7 45 63 75 45 7 33 7 23 25 7 
1309,out,6 44 6 6 75 6 44 62 74 44 6 32 6 22 24 6 
1310,in,35 73 9 7 45 25 7 63 63 63 1 7 23 
1310,out,34 72 8 6 44 24 6 62 62 62 0 6 22 
1311,in,63 25 7 7 63 1 63 73 63 63 63 1 63 7 7 35 
1311,out,62 24 6 6 62 0 62 72 62 62 62 0 62 6 6 34 
1312,in,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1312,out,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1313,in,30 44 30 57 30 30 44 44 44 44 47 44 44 44 44 44 44 44 44 44 44 44 44 44 
1313,out,31 45 31 56 31 31 45 45 45 45 46 45 45 45 45 45 45 45 45 45 45 45 45 45 
1314,in,67 45 15 25 7 23 25 45 7 7 15 7 19 19 
1314,out,66 44 14 24 6 22 24 44 6 6 14 6 18 18 
1315,in,7 7 25 7 7 3 45 7 7 73 35 23 7 
1315,out,6 6 24 6 6 2 44 6 6 72 34 22 6 
1316,in,68 63 63 63 63 55 57 69 68 69 68 69 68 63 69 69 68 69 69 68 44 70 44 63 69 68 69 68 63 63 69 68 70 44 69 68 69 68 63 69 68 68 68 69 69 68 69 68 63 69 68 63 69 68 69 68 68 69 69 68 69 69 68 69 44 63 70 44 44 55 63 69 68 69 68 69 68 63 63 63 69 68 69 68 63 63 69 68 68 63 69 68 63 69 68 44 69 69 68 44 69 68 
1316,out,69 62 62 62 62 54 56 69 68 69 68 69 68 62 68 69 68 68 69 68 45 71 45 62 69 68 69 68 62 62 69 68 71 45 69 68 69 68 62 69 68 69 69 68 69 68 69 68 62 69 68 62 68 69 69 68 69 68 69 68 68 69 68 68 45 62 71 45 45 54 62 69 68 69 68 69 68 62 62 62 69 68 69 68 62 62 69 68 69 62 69 68 62 69 68 45 68 69 68 45 69 68 
1317,in,62 62 62 62 31 62 62 62 62 62 62 62 62 62 62 62 62 62 
1317,out,63 63 63 63 30 63 63 63 63 63 63 63 63 63 63 63 63 63 
1318,in,62 62 62 62 62 62 62 62 62 31 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1318,out,63 63 63 63 63 63 63 63 63 30 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1319,in,62 62 62 31 62 62 62 62 62 62 62 62 62 62 62 62 
1319,out,63 63 63 30 63 63 63 63 63 63 63 63 63 63 63 63 
1320,in,45 7 7 9 63 1 7 7 7 63 7 9 9 7 7 
1320,out,44 6 6 8 62 0 6 6 6 62 6 8 8 6 6 
1321,in,75 7 75 7 74 45 45 75 25 74 74 7 17 33 7 7 75 37 35 74 
1321,out,74 6 74 6 75 44 44 74 24 75 75 6 16 32 6 6 74 36 34 75 
1322,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
1322,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
1323,in,7 7 74 45 7 7 74 7 7 25 74 7 1 25 7 74 74 23 
1323,out,6 6 75 44 6 6 75 6 6 24 75 6 0 24 6 75 75 22 
1324,in,7 7 37 9 25 7 25 7 7 7 7 7 45 7 63 7 7 25 7 7 75 
1324,out,6 6 36 8 24 6 24 6 6 6 6 6 44 6 62 6 6 24 6 6 74 
1325,in,7 7 19 19 7 7 15 7 25 7 1 19 7 45 7 7 7 19 7 7 7 19 
1325,out,6 6 18 18 6 6 14 6 24 6 0 18 6 44 6 6 6 18 6 6 6 18 
1326,in,63 55 57 69 68 69 68 69 68 69 68 69 68 69 69 68 63 63 69 68 63 63 69 68 69 68 68 69 68 69 68 69 68 69 68 63 68 63 44 69 68 68 69 68 69 68 63 55 63 69 68 69 68 68 68 63 63 69 68 63 69 68 63 63 68 69 63 69 68 
1326,out,62 54 56 69 68 69 68 69 68 69 68 69 68 68 69 68 62 62 69 68 62 62 69 68 69 68 69 69 68 69 68 69 68 69 68 62 69 62 45 69 68 69 69 68 69 68 62 54 62 69 68 69 68 69 69 62 62 69 68 62 69 68 62 62 69 68 62 69 68 
1327,in,67 19 45 7 7 7 19 35 7 33 74 15 7 71 
1327,out,66 18 44 6 6 6 18 34 6 32 75 14 6 70 
1328,in,7 75 45 25 63 63 9 73 7 63 63 7 75 75 7 75 75 37 35 75 23 75 
1328,out,6 74 44 24 62 62 8 72 6 62 62 6 74 74 6 74 74 36 34 74 22 74 
1329,in,7 7 25 19 7 7 7 45 7 3 7 7 45 
1329,out,6 6 24 18 6 6 6 44 6 2 6 6 44 
1330,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
