Head,Tail,Relations
7596,1869,165
7597,130,289
7598,4023,204
7599,130,289
7600,130,289
7601,8396,236
7602,2977,117
7602,6969,262
7603,775,9
7606,3628,232
7608,4001,204
7610,7625,221
7611,9094,300
7611,4219,301
7613,8611,289
7614,6877,44
7614,7329,45
7614,6767,46
7614,4601,47
7615,498,141
7615,8176,142
7615,1791,276
7615,8200,277
7618,7440,90
7619,3829,16
7619,4148,204
7620,3557,35
7622,2202,185
7626,1286,165
7627,8762,89
7627,2519,90
7630,1869,165
7631,6273,291
7632,3829,16
7632,4156,204
7633,6583,262
7633,6971,267
7634,1780,90
7635,3451,291
7636,8611,289
7637,9111,251
7637,7991,252
7638,4905,165
7640,937,234
7640,5138,238
7641,5102,239
7641,130,289
7642,2795,123
7642,7432,124
7642,7642,134 460
7642,1681,135
7643,5170,303
7644,1286,165
7645,4894,165
7646,1709,136 137
7647,1869,165
7648,4894,165
7650,3569,35
7651,4894,165
7652,6405,90
7653,1869,165
7654,1282,136 137
7655,1173,79
7656,2437,249
7656,6869,283
7657,6944,267
7657,1481,268
7658,3278,261
7659,4037,204
7660,6953,236
7661,3619,235
7661,2889,236
7662,9139,107
7662,9144,108
7663,4335,300
7663,4204,301
7664,8611,289
7666,262,166
7666,1597,283
7668,4811,81
7669,4894,165
7671,1869,165
7672,4049,204
7672,5121,299
7673,3138,83
7674,8488,83
7674,2530,299
7677,8397,236
7678,4851,81
7679,3569,35
7679,4019,204
7680,1211,136 137
7681,1286,165
7682,7108,74 399
7682,6613,75
7682,4151,204
7682,7369,250 409
7683,6582,204
7684,130,289
7685,1714,136 137 450
7686,328,161
7688,2190,219
7690,1632,154
7691,5588,2
7691,3740,6
7692,2953,117
7692,629,118
7692,6982,255
7693,9179,107
7694,1632,154
7695,8737,289
7697,7082,255 262
7697,7000,267
7699,1787,154
7700,1787,154
7701,1726,154
7702,5763,300
7702,9092,301
7702,336,302
7704,710,83
7704,8765,94
7704,8087,192
7704,1620,199
7704,4043,204
7704,4616,208
7704,3209,209
7704,4613,210
7704,8422,213
7704,5329,240
7704,6089,249
7705,7002,262 267
7705,8374,268
7706,5198,291
7707,1240,117
7707,2084,118
7707,7000,255 262
7708,4854,300
7708,4309,301
7709,235,117
7709,2393,118
7709,6961,262
7710,3740,3 6
7711,7369,250
7712,1335,300
7712,2076,301
7713,250,83
7714,5415,2
7714,3740,3 6
7717,1663,16
7717,8314,17
7717,2303,273
7717,6869,274
7718,3278,117
7718,629,118
7718,6944,262
7720,4974,10
7722,6652,10
7723,713,213
7724,1286,165
7725,144,117
7725,7109,262
7727,1869,165
7728,6232,300
7728,8261,301
7729,75,107
7729,44,108
7729,7,112
7730,7007,262
7730,6983,267
7731,5337,300
7731,6894,301
7731,4661,302
7732,1730,117
7732,7084,262
7732,3015,265
7733,5441,2
7733,2704,6
7734,1286,165
7735,4026,204
7736,3272,117
7736,367,118
7736,7021,255 262 267
7736,2469,268
7737,1974,300
7737,2236,301
7738,4020,204
7739,130,289
7740,2128,83
7740,4053,204
7740,4423,299
7741,6256,9
7741,4040,204
7743,3829,16
7743,7815,17
7743,4148,204
7744,4091,204
7745,4231,303
7746,4894,165
7747,7078,262
7747,6984,267
7747,8000,268 594
7748,311,90
7750,6982,262
7750,7075,267
7750,7751,268
7751,9130,117
7751,2659,118
7751,7075,262
7752,7008,262 267
7753,1681,136 137
7754,1286,165
7756,7110,262 267
7757,7013,257 262
7758,1026,8
7758,6256,9
7758,5121,299
7759,1677,136 137
7760,7002,262 592
7761,2540,117
7761,6970,255 262
7762,1713,136 137
7764,4858,249
7765,8043,303
7766,2137,232
7770,8733,300
7770,7148,301
7771,4006,303
7772,1869,165
7773,1869,165
7775,1286,165
7776,3260,283
7777,4905,165
7780,3285,117
7780,2394,118
7780,6971,267
7780,3595,268
7781,144,117
7781,7002,255
7781,6971,262
7782,2704,3
7782,7776,280
7782,9057,281
7783,7021,257 262
7783,367,258 611
7783,6960,267
7783,1376,268
7785,4018,204
7786,6987,267
7786,2850,268
7787,6948,262
7787,7013,267
7788,1026,8
7788,6256,9
7791,7929,249
7792,4337,300
7792,4205,301
7793,704,87
7793,3279,269
7794,4142,204
7796,4228,303
7798,1694,136 137
7799,8688,300
7799,7148,301
7800,1526,224
7801,6405,90
7802,2540,117
7802,4620,250
7802,6968,262
7802,7000,267
7802,7263,268
7804,6405,90
7805,6947,267
7805,2556,268
7806,4905,165
7807,683,90
7808,1286,165
7810,1240,117
7810,630,118
7810,7011,257 262
7812,5683,2
7812,3740,3
7812,2704,6
7813,7369,250
7814,1286,165
7816,8762,89
7816,2519,90
7816,3348,233
7816,81,234
7818,3134,303
7820,130,289
7821,3740,3
7822,5495,2
7822,2704,3
7823,5413,2
7824,1746,117
7824,7077,262
7825,6268,117
7825,2461,118
7825,7077,262
7826,2123,236
7828,2338,140
7828,8197,274
7829,1286,165
7830,4905,165
7831,2905,90
7832,9205,107
7834,1533,236
7838,8395,236
7840,1680,136 137
7841,1466,136 137
7842,130,289
7844,10,262
7845,6986,257
7845,3015,258
7845,7084,262
7847,7082,262
7848,5577,2
7848,3740,3
7848,2704,6
7849,5531,90
7851,7593,291
7852,1286,165
7856,1700,136 137
7857,5649,2
7857,3740,3
7859,7819,10
7860,6652,10
7861,693,117
7861,2393,118
7862,4695,282
7862,5145,283
7863,7063,300
7863,3199,301
7865,9120,300
7865,8273,301
7866,5162,303
7867,575,200
7868,8766,89
7868,1021,90
7869,8312,303
7872,2121,320
7873,8679,300
7873,8953,301
7874,1208,300
7874,5897,301
7875,2474,117
7875,630,118
7875,6945,255
7875,6985,262
7875,6951,267
7875,7810,268
7876,9127,300
7876,8273,301
7877,9148,300
7877,4204,301
7878,2458,35
7879,3829,16
7879,7815,17
7880,6993,303
7881,4304,303
7882,6993,303
7883,9004,300
7883,4988,301
7884,8157,250
7884,6028,300
7884,3499,301
7884,2101,302
7885,4148,204
7887,7898,300
7887,9055,301
7888,9128,300
7888,8276,301
7890,9102,117
7890,7024,262
7891,9130,117
7891,7165,262
7892,278,117
7892,6583,262
7894,1136,117
7894,3001,118
7895,8863,92
7895,2916,93
7897,1286,165
7898,8343,303
7901,3153,300
7901,8223,301
7903,7983,313
7904,7044,300
7904,4264,301
7905,6646,234
7909,8270,303
7911,3740,3 6
7915,7972,307
7915,7914,309
7916,8056,307
7916,7987,309
7919,6997,262
7919,7026,267
7921,1505,233
7921,2543,234
7922,5028,117
7922,2205,118
7922,7110,262
7923,5918,250
7924,7084,255 267
7924,6950,262
7925,144,117
7925,6986,262
7926,3234,233
7926,812,234
7926,6809,237
7928,4786,10
7930,8800,10
7931,1377,300
7931,3193,301
7931,7480,302
7932,7722,13
7932,8744,14
7933,4393,306
7934,4393,306
7935,2681,18
7935,8042,300
7935,8240,301
7935,5547,302
7937,1869,165
7938,6061,306
7939,1963,300
7939,5897,301
7940,5354,2
7940,3740,3 4 6
7941,7369,250
7943,8979,311
7944,7151,255
7946,1869,165
7947,1869,165
7949,5102,239
7949,130,289
7950,6105,117
7950,6986,262
7951,4005,303
7952,8112,117
7952,6970,255 262
7953,1109,303
7954,1111,303
7955,3503,117
7955,7026,255 262
7956,2832,10
7957,3740,3
7958,5417,1
7958,3740,3
7958,2704,4 6
7959,5357,2
7959,3740,6
7960,3740,3
7960,2704,4
7960,2121,320
7962,4543,303
7963,5102,239
7963,7994,255 262 267
7963,1935,268
7964,3740,3
7964,2704,6
7965,4791,289
7969,46,313
7971,1945,300
7971,8245,301
7973,130,289
7975,4284,303
7976,6710,42
7978,7956,13
7978,4783,14
7979,4004,204
7980,1784,87
7980,3281,269
7981,2304,273
7981,8200,274
7982,6803,303
7984,130,289
7986,4894,165
7988,1078,306
7988,7987,307
7989,8762,94
7989,3185,207
7989,8497,213
7989,3542,323
7990,6950,267
7990,7871,268
7992,1673,136 137
7994,5028,256
7995,9100,13
7995,5001,14
7999,1797,300
7999,4599,301
8000,3277,117
8000,3012,118
8000,6946,267
8000,7747,268 594
8001,2704,3
8001,4410,280
8001,2966,281
8001,2121,320
8003,1869,165
8004,8377,303
8004,5979,314 626
8004,8380,315
8005,8377,303
8005,2411,314 626
8005,8379,315
8006,5465,2
8006,3740,6
8007,4666,303
8008,4666,303
8009,6637,303
8011,4065,86
8011,1784,87
8013,6667,204
8015,4190,204
8015,2849,307
8016,1706,136 137
8017,8683,300
8017,8955,301
8018,8681,300
8018,8956,301
8019,9176,303
8020,1691,136 137
8022,1371,300
8022,3193,301
8022,7480,302
8024,8378,303
8024,1891,314 626
8024,8381,315
8025,186,12
8026,5142,83
8027,2474,117
8027,3001,118
8027,6985,262
8028,1662,16
8028,382,17
8028,1708,136 137
8029,7899,303
8029,3433,314 626
8029,6635,315
8030,9008,303
8031,144,117
8031,6949,255
8031,6985,262
8032,7059,300
8032,4240,301
8033,7054,300
8033,3195,301
8034,7057,300
8034,4242,301
8035,1315,300
8035,3191,301
8035,6201,302
8037,2530,299
8038,604,83
8038,8410,213
8038,2146,249
8038,3542,323
8039,4894,165
8042,7967,303
8044,7116,300
8044,4214,301
8045,7117,300
8045,4215,301
8046,7118,300
8046,4217,301
8047,6472,300
8047,4211,301
8048,7088,300
8048,4290,301
8049,8759,12
8049,8760,311
8050,1684,136 137
8051,4954,185
8053,1286,165
8054,8233,303
8055,6946,257 262
8057,9141,107
8057,9146,108
8058,3557,35
8059,3740,3
8060,5693,1
8060,3740,3 6
8060,2704,4
8063,6256,9
8063,2522,83
8063,8762,94
8063,4709,199
8063,4465,204
8064,2983,199
8064,4225,204
8064,8369,240
8064,5102,241
8064,5950,249
8064,7616,318
8064,5939,319
8064,3542,323
8065,3998,29
8065,3888,31
8067,1747,90
8070,1662,16
8071,1662,16
8071,1668,136 137
8071,1683,138
8072,4069,88
8072,7369,250
8072,8611,289
8073,8086,305
8073,1078,306
8074,5950,249
8075,751,73
8075,8866,250
8076,8737,289
8077,5286,306
8078,6788,311
8088,466,83
8088,8763,94
8088,4025,204
8088,3190,207
8088,3542,323
8091,6531,87
8092,3557,35
8093,6531,87
8094,2558,86
8094,6531,87
8095,7020,182
8095,6877,183
8100,1319,185
8101,1322,185
8105,3998,29
8105,3888,31
8106,6405,90
8108,4009,204
8109,2458,35
8111,2752,86
8111,6531,87
8111,629,116
8111,5040,285 443
8112,3818,86
8112,6531,87
8112,1875,116
8115,5939,198
8118,30,303
8119,30,303
8122,885,83
8122,8763,94
8122,4145,204
8122,7092,213
8122,8145,249
8124,8250,303
8126,3625,303
8128,3542,323
8129,8539,73
8129,1912,77
8129,1785,79
8129,4847,81
8130,8762,94
8130,4147,204
8130,7624,249
8131,130,289
8134,3542,323
8135,130,289
8136,3010,116
8137,2146,249
8137,3542,323
8138,8762,94
8138,4225,204
8141,7929,249
8147,130,289
8148,37,313
8149,3075,136 137
8152,6314,282
8152,3151,283
8155,7353,300
8155,1733,301
8155,5080,302
8158,1662,16
8158,1674,136 137
8158,3084,138
8159,4127,204
8161,145,213
8161,6344,249
8162,4945,245
8162,1155,247 565
8163,3557,35
8164,5950,249
8166,8762,94
8166,6654,192
8166,5764,199
8166,4146,204
8166,7294,213
8166,7589,240
8166,8324,241 571
8166,4537,243
8166,5950,249
8167,1225,78
8167,8763,89
8167,4192,90
8167,1000,148
8168,6847,199
8168,6347,249
8168,3542,323
8169,542,213
8170,4945,245
8170,1729,247
8171,4340,283
8172,1135,141
8172,2486,275
8172,4600,276
8172,3344,277
8173,7719,86
8173,6531,87
8174,5066,86 285
8174,6531,87
8174,4383,139
8175,2783,86
8175,6531,87
8175,3211,278
8176,3600,86
8176,6531,87
8176,2486,278
8176,131,285 600
8177,5188,86
8177,6531,87
8177,2303,278
8178,6023,86
8178,6531,87
8178,3211,278
8179,5089,86
8179,6531,87
8179,4368,139
8179,3702,285
8180,5766,86
8180,6531,87
8180,2304,278
8181,2504,86
8181,6531,87
8181,2368,139
8181,2486,278
8182,1781,86
8182,6531,87
8182,3052,139
8182,7803,285
8183,1758,86 600
8183,6531,87
8183,2384,278
8183,803,285
8184,5742,86
8184,6531,87
8184,7717,139
8184,5018,278
8185,5768,86
8185,6531,87
8185,2304,278
8185,3600,285
8186,5316,86
8186,6531,87
8186,5846,139
8186,2304,278
8187,6091,86
8187,6531,87
8187,3828,139
8187,2303,278
8188,1139,86
8188,6531,87
8188,5018,278
8188,4484,285
8189,4955,86
8189,6531,87
8189,5134,139
8189,2303,278
8190,4584,86
8190,6531,87
8190,6609,139
8190,5044,285
8191,1781,86
8191,6531,87
8191,2303,278
8192,6531,87
8192,2384,278
8192,3386,285
8193,3902,86
8193,6531,87
8193,7253,139
8193,2303,278
8194,3941,86
8194,6531,87
8194,4389,139
8194,2304,278
8195,7418,86
8195,6531,87
8195,6296,139
8195,4628,285
8196,2026,82
8196,1014,86
8196,6531,87
8196,4121,204
8196,3211,278
8196,4932,285
8197,6531,87
8197,1081,139
8197,2303,278
8197,4918,285 600
8198,5768,86
8198,6531,87
8198,4490,139
8198,3368,285
8199,5743,86
8199,6531,87
8199,5134,139
8199,2486,278
8200,4955,86
8200,6531,87
8201,2844,221
8202,2500,86
8202,6531,87
8203,6531,87
8204,6531,87
8205,6531,87
8206,6531,87
8207,6531,87
8208,1526,224
8209,2959,136 137
8210,8068,325
8212,2458,35
8213,4019,204
8214,888,193
8215,7335,198
8216,4009,204
8217,1662,16
8217,382,17
8217,2246,136 137
8217,4445,138
8218,8315,213
8219,1662,16
8219,382,17
8219,3067,136 137
8220,8248,303
8221,4017,204
8222,130,289
8224,1662,16
8224,1696,136 137
8224,3071,138
8225,9129,300
8225,8273,301
8226,1662,16
8226,447,130
8226,3303,131
8227,493,160 626
8227,2280,303
8229,4018,204
8230,125,92
8230,1021,93
8231,7440,90
8232,2458,35
8237,2205,271
8268,8717,296
8279,1852,300
8279,4996,301
8280,8061,296
8283,2769,9
8283,603,83
8283,4040,204
8283,4198,299
8286,7177,221
8288,8295,296
8290,1747,29
8290,3888,31
8292,8293,292
8300,8302,296
8307,8117,12
8308,8824,199
8308,4225,204
8308,5198,240
8308,5102,241
8308,4725,249
8308,3542,323
8308,2916,324
8309,8242,303
8310,8311,296
8313,3403,13
8313,6244,14
8316,1805,78
8316,9195,147 474
8316,6581,149
8316,257,152
8320,5104,13
8320,9112,14
8324,8166,245 567
8324,1876,247
8327,6405,90
8328,6837,249
8332,8335,295
8332,8333,296
8340,7659,67
8340,8483,145
8344,8680,300
8344,9197,301
8345,5533,285
8347,4819,81
8350,1946,117 611
8350,6987,262
8352,3848,300
8352,8303,301
8352,1883,302
8353,3740,3
8353,2121,320
8354,2437,249
8355,6944,267
8355,6264,268
8356,130,289
8356,4924,290
8357,6953,236
8358,8396,236
8359,278,117 611
8359,630,118
8359,6951,262
8359,7166,267
8359,3400,268
8360,6246,300
8360,4282,301
8361,3287,309
8362,3182,117
8362,367,118
8363,5735,1
8363,3740,3 4 6
8365,6970,267
8365,8374,268
8366,4813,81
8367,3740,3 6
8368,130,289
8369,5102,239
8369,130,289
8370,2704,3
8370,3740,6
8371,3740,3 6
8372,7083,262 267
8373,1893,300
8373,8245,301
8374,1746,117 611
8374,7109,255
8374,7080,262
8382,229,83
8388,4905,165
8389,4341,204
8390,4894,165
8391,1286,165
8392,4905,165
8393,4894,165
8395,3917,233
8395,72,234
8395,740,238
8396,8762,89
8396,2519,90
8396,6836,237
8396,6328,238
8397,580,233
8397,894,234
8397,2082,237
8397,7846,238
8398,743,233
8398,8376,234
8398,926,238
8399,756,233
8399,79,234
8399,7542,237
8402,4905,165
8403,1286,165
8404,4905,165
8405,4905,165
8409,1869,165
8411,7215,227
8411,133,228
8411,7028,248
8412,7215,227
8412,133,228
8412,2616,248
8413,4923,291
8414,6405,245
8414,6216,247
8416,1286,165
8417,1869,165
8418,7778,232
8420,3829,16
8420,7815,17
8421,1286,165
8423,4905,165
8424,4894,165
8425,1286,165
8426,4905,165
8427,1286,165
8428,1286,165
8429,1286,165
8430,4905,165
8431,1869,165
8432,4905,165
8433,1869,165
8434,1286,165
8435,1869,165
8436,1286,165
8437,1286,165
8438,1869,165
8439,1286,165
8440,1869,165
8441,1286,165
8442,4905,165
8443,1286,165
8444,1286,165
8445,4905,165
8446,4905,165
8447,1869,165
8448,4905,165
8449,1869,165
8450,1869,165
8451,4905,165
8452,4905,165
8453,1286,165
8454,1869,165
8455,4905,165
8456,1286,165
8457,4905,165
8458,7994,263
8458,1898,264 584
8458,5836,269
8459,1869,165
8460,1286,165
8461,1869,165
8462,8465,296
8467,4905,165
8469,8470,296
8472,1286,165
8473,4905,165
8474,1869,165
8475,1869,165
8476,4905,165
8477,1869,165
8478,1869,165
8479,4905,165
8480,1869,165
8481,2295,86
8481,704,87
8481,2943,269
8482,4905,165
8484,1286,165
8485,4905,165
8486,4905,165
8487,1869,165
8488,4068,81
8488,8866,250
8490,1286,165
8492,1286,165
8493,1286,165
8494,4905,165
8495,1286,165
8496,1869,165
8498,1286,165
8499,4905,165
8500,4905,165
8501,4905,165
8502,4905,165
8503,1869,165
8504,1286,165
8505,1869,165
8506,1286,165
8507,4905,165
8508,4905,165
8509,1286,165
8510,1286,165
8511,1286,165
8512,1286,165
8513,1869,165
8514,7928,13
8514,7102,14
8515,1869,165
8516,1869,165
8517,1286,165
8518,4905,165
8519,4905,165
8520,1286,165
8521,1286,165
8522,4905,165
8523,1869,165
8525,1286,165
8526,1869,165
8527,1286,165
8528,4905,165
8529,2589,13
8529,797,14
8530,7229,13
8530,6240,14
8531,3231,13
8531,8049,14
8532,7720,13
8532,6195,14
8533,1869,165
8534,4905,165
8536,1286,165
8537,1286,165
8538,1286,165
8539,4814,72
8540,4905,165
8541,1869,165
8542,1286,165
8543,2797,283
8544,4905,165
8545,1286,165
8546,1286,165
8547,5088,300
8547,1736,301
8548,4905,165
8549,1869,165
8550,1869,165
8551,1869,165
8552,1286,165
8553,4905,165
8554,1869,165
8555,3829,16
8555,4159,204
8555,2081,235
8555,6953,236
8556,4820,81
8557,7570,300
8557,1734,301
8558,1869,165
8559,4905,165
8560,1286,165
8561,4905,165
8562,1286,165
8564,1286,165
8565,4624,300
8565,6761,301
8566,3612,236
8570,1286,165
8571,4905,165
8572,4905,165
8573,1869,165
8574,1869,165
8575,1286,165
8576,4905,165
8577,4905,165
8578,4905,165
8580,1869,165
8581,3557,35
8582,4905,165
8583,1869,165
8584,1869,165
8585,1286,165
8586,4905,165
8587,1286,165
8588,4825,77
8588,8588,107 433
8588,9143,108 109
8589,1286,165
8590,4905,165
8591,4905,165
8592,1286,165
8593,1869,165
8594,4905,165
8595,1869,165
8597,1869,165
8598,7052,300
8598,4640,301
8599,3829,16
8599,4148,204
8600,4905,165
8601,1869,165
8602,784,234
8602,957,238
8603,1286,165
8604,1869,165
8605,1869,165
8606,1869,165
8608,1286,165
8609,3631,86
8609,704,87
8609,2106,116
8610,6038,90
8611,2545,291
8612,1286,165
8614,1286,165
8615,4905,165
8616,4905,165
8618,4905,165
8620,1286,165
8621,1557,303
8622,4061,204
8625,1286,165
8627,1026,8
8627,6256,9
8627,4002,204
8627,3542,323
8628,1286,165
8629,6613,83
8629,2480,206
8630,896,295
8630,8633,296
8634,8297,296
8637,8298,296
8638,8337,295
8638,8470,296
8639,1747,90
8640,1286,165
8641,1286,165
8642,5086,300
8642,1733,301
8643,7365,300
8643,1734,301
8645,8646,296
8647,8650,296
8647,8099,298
8651,8295,296
8652,1740,295
8652,8333,296
8655,8656,296
8657,8659,296
8661,896,295
8661,8663,296
8665,1740,295
8665,7247,296
8666,9161,13
8666,2363,14
8667,1286,165
8668,1869,165
8670,1286,165
8671,4905,165
8672,1869,165
8673,4905,165
8675,4905,165
8676,1869,165
8678,2347,97
8678,5794,184
8678,3975,185
8679,8955,303
8680,8951,303
8681,8954,303
8682,8955,303
8683,8951,303
8684,8952,303
8685,8684,300
8685,8956,301
8686,8952,303
8687,8686,300
8687,8953,301
8688,8249,303
8689,8249,303
8690,8323,303
8691,8323,303
8692,6437,303
8693,6439,303
8694,1286,165
8695,1286,165
8697,4905,165
8698,4905,165
8699,1869,165
8700,3305,185
8701,4954,185
8702,1740,295
8702,8299,296
8703,8644,292
8704,8335,295
8704,8466,296
8706,8707,296
8709,8335,295
8709,8658,296
8710,8650,296
8710,8099,298
8712,2364,295
8712,8465,296
8714,8296,296
8715,8302,296
8718,1286,165
8720,1286,165
8721,1286,165
8722,4905,165
8723,1286,165
8724,4905,165
8725,1286,165
8726,1286,165
8727,1869,165
8728,1286,165
8729,4905,165
8730,7339,13
8730,2869,14
8731,6310,79
8731,4093,204
8731,1106,300
8731,4282,301
8732,1286,165
8733,8249,303
8735,4905,165
8736,7673,250
8737,3230,291
8738,3829,16
8739,345,300
8739,4224,301
8740,3829,16
8741,4905,165
8743,1869,165
8744,2514,12
8745,2365,250
8747,2681,18
8747,1550,250
8748,4905,165
8749,9007,300
8749,4291,301
8750,1869,165
8751,3557,35
8752,1286,165
8753,896,295
8753,8334,296
8754,1286,165
8755,1286,165
8756,1869,165
8757,4894,165
8758,1286,165
8760,1438,310 637
8761,3829,16
8761,4148,204
8761,3323,235
8761,6953,236
8762,5107,90
8767,6438,83
8767,4564,204
8767,1522,299
8768,5939,90
8769,6405,90
8770,1286,165
8771,7209,90
8772,1747,90
8773,6405,90
8774,4820,81
8775,4905,165
8776,1869,165
8777,2284,300
8777,2225,301
8778,1869,165
8779,1286,165
8780,1869,165
8781,1286,165
8782,1869,165
8783,4905,165
8784,1747,90
8785,4905,165
8786,5939,90
8787,6405,90
8788,6405,90
8789,5107,90
8790,6405,90
8791,7367,90
8792,6405,90
8794,7367,90
8795,6405,90
8796,6405,90
8797,7440,90
8798,7440,90
8799,6405,90
8800,2681,18
8800,6385,72
8800,1361,300
8800,7100,301
8800,7480,302
8801,5860,307
8801,2514,311
8802,2514,12
8803,1662,16
8803,382,17
8803,1676,136 137
8804,3303,127
8804,1676,136 137
8805,1869,165
8806,3581,300
8806,6126,301
8807,8468,296
8807,6918,298
8808,8468,296
8808,6370,298
8809,7247,296
8809,8708,298
8810,1869,165
8812,2903,90
8813,6530,90
8814,1747,90
8815,6405,90
8816,6405,90
8817,4905,165
8819,1869,165
8820,1286,165
8821,1869,165
8822,4345,308
8823,4905,165
8825,4156,204
8826,7440,90
8827,1869,165
8828,1599,90
8829,2426,90
8830,4905,165
8831,1286,165
8832,1286,165
8834,1869,165
8835,4543,303
8836,1286,165
8838,500,90
8839,1650,90
8840,6503,90
8841,1286,165
8842,1747,90
8843,4136,10
8844,8662,296
8847,3144,303
8848,8262,303
8851,1869,165
8852,1869,165
8853,1286,165
8854,4905,165
8855,1869,165
8856,1286,165
8858,1869,165
8859,1869,165
8860,1286,165
8862,2916,90
8863,2916,90
8864,2916,90
8866,3221,83
8868,1869,165
8869,7528,13
8869,4845,14
8870,4905,165
8872,8337,295
8872,8470,296
8873,8297,296
8874,6405,90
8875,6405,90
8876,4905,165
8877,8296,296
8878,4905,165
8880,8656,296
8881,6405,90
8882,8762,94
8882,3186,207
8882,3042,299
8882,3542,323
8883,4905,165
8884,3542,323
8885,1286,165
8887,6058,90
8888,6405,90
8889,6405,90
8890,6405,90
8892,7440,90
8893,1286,165
8894,1869,165
8895,1869,165
8896,1286,165
8897,1869,165
8898,4905,165
8899,1286,165
8900,1747,90
8901,5939,90
8902,5939,90
8904,4841,164
8904,1869,165
8905,8298,296
8906,8301,296
8908,6405,90
8909,1869,165
8910,4905,165
8911,1869,165
8913,1869,165
8914,4905,165
8915,1869,165
8916,6405,90
8917,6405,90
8918,1749,90
8919,1747,90
8921,8656,296
8922,7440,90
8923,7182,295
8923,8654,296
8924,8297,296
8925,8333,296
8926,8717,296
8927,2294,295
8927,8663,296
8928,2294,295
8928,8650,296
8929,7247,296
8930,7440,90
8931,3701,90
8932,2429,90
8933,6405,90
8934,8138,90
8935,1747,90
8937,8336,296
8938,1644,295
8938,32,296
8939,8470,296
8940,1869,165
8941,1286,165
8942,1286,165
8944,761,18
8944,3113,300
8944,6443,301
8945,1869,165
8946,1747,90
8947,1869,165
8949,8307,10
8950,1286,165
8958,4905,165
8959,4905,165
8960,1286,165
8961,7899,303
8961,4130,314 626
8961,6636,315
8962,4905,165
8963,1869,165
8964,4905,165
8965,1869,165
8966,4905,165
8967,1869,165
8968,8295,296
8969,1286,165
8970,8631,296
8971,896,295
8971,8632,296
8974,8295,296
8974,1165,298
8975,8713,296
8976,1286,165
8977,3624,303
8983,8089,40
8983,7789,211
8983,1023,212
8983,3753,213
8983,3542,323
8984,4905,165
8985,1286,165
8987,8762,94
8987,4050,204
8987,3634,207
8987,8837,211
8987,1027,212
8988,8166,90
8990,7900,303
8990,5214,314 626
8990,6636,315
8991,4905,165
8992,8711,296
8993,1286,165
8994,1869,165
8996,9018,107
8998,1747,90
8999,1154,221
9000,2749,199
9000,4149,204
9001,9096,13
9001,9108,14
9002,5184,303
9004,4289,303
9005,4292,303
9006,3542,323
9007,4295,303
9009,8298,296
9011,1743,248
9012,8632,296
9012,5335,298
9013,8656,296
9014,1385,296
9017,4363,106
9017,6680,110
9019,9016,105
9019,7550,106
9020,8263,303
9021,6805,303
9022,8264,303
9023,8266,303
9024,6801,303
9025,8263,303
9026,6801,303
9027,8265,303
9028,8264,303
9029,8265,303
9030,8267,303
9031,6801,303
9032,8266,303
9033,9016,105
9033,7550,106
9034,9016,105
9034,7550,106
9035,8995,105
9035,4363,106
9037,1286,165
9038,1869,165
9039,3489,303
9040,3490,303
9041,1869,165
9044,6641,303
9046,8632,296
9046,8708,298
9047,1869,165
9048,9111,251
9049,9110,251
9049,7991,252
9050,896,295
9050,8299,296
9051,8654,296
9054,8742,303
9057,5192,86
9057,6531,87
9057,4128,204
9057,6130,285
9058,4905,165
9059,3126,86
9059,6531,87
9059,6160,285
9060,3117,303
9062,1869,165
9065,8336,296
9067,4427,86
9067,6531,87
9067,3404,122
9067,2027,128
9067,3304,129
9069,1286,165
9070,2774,122
9070,7685,125
9070,1714,126
9070,5982,128
9071,6645,236
9072,4894,165
9073,4905,165
9074,2275,165
9075,704,87
9075,3049,116
9076,1286,165
9077,1286,165
9078,8466,296
9079,7247,296
9080,6428,297 618
9081,8663,296
9081,8664,298
9082,1740,295
9082,8299,296
9084,8298,296
9085,8650,296
9086,8061,296
9088,4905,165
9089,1869,165
9090,4894,165
9091,1869,165
9094,6954,303
9096,9107,10
9097,9112,10
9098,5001,10
9099,9112,10
9100,9109,10
9101,2162,10
9102,3001,116
9102,2854,285
9103,1869,165
9104,6758,12
9113,1286,165
9114,1869,165
9116,1869,165
9117,1286,165
9118,1286,165
9120,8272,303
9121,8277,303
9122,9123,300
9122,8277,301
9123,8276,303
9124,9125,300
9124,8276,301
9125,8274,303
9126,8272,303
9127,8277,303
9128,8276,303
9129,8275,303
9131,4905,165
9132,1869,165
9133,8381,109
9133,6636,315
9138,4905,165
9140,4905,165
9142,1869,165
9148,4203,303
9151,1286,165
9153,1286,165
9154,8311,296
9155,1869,165
9156,1286,165
9157,8337,295
9157,8658,296
9158,2363,10
9159,9189,10
9160,2363,10
9161,2363,10
9162,8470,296
9163,8061,296
9164,8656,296
9165,8649,296
9166,4535,86 443
9166,1784,87
9167,1740,295
9167,8468,296
9172,6345,295
9172,8650,296
9173,1869,165
9174,4905,165
9175,1286,165
9177,4894,165
9180,1869,165
9182,4905,165
9183,1869,165
9184,1286,165
9185,4905,165
9186,4905,165
9187,1286,165
9190,5104,13
9190,9104,14
9191,5105,13
9191,9108,14
9192,1286,165
9194,9158,13
9194,9181,14
9195,6405,90
9195,8316,148 473
9196,5104,13
9196,9108,14
9198,9100,13
9198,8025,14
9199,9159,13
9199,7523,14
9200,9161,13
9200,9168,14
9201,9101,13
9201,9112,14
9203,8297,296
